,dbuz_head_rep1,dbuz_head_rep2,dbuz_head_rep3,dkoep_head_rep1,dkoep_head_rep2,dkoep_head_rep3
LOC6582623,2357,1714,2171,761,927,1324
LOC6582624,1611,1269,1545,1385,1751,1904
LOC6582625,618,467,629,412,480,657
LOC6582626,109,83,103,392,460,567
LOC6582627,510,349,472,390,581,537
LOC6582628,1192,980,1067,1450,1726,3025
LOC6582629,545,407,525,314,404,509
LOC6582630,1733,1429,1757,1342,1835,1836
LOC6582631,11142,9127,10549,5610,6337,6877
LOC6582632,4,1,1,0,3,1
LOC6582634,662,568,660,538,516,713
LOC6582642,3,0,1,4,0,1
LOC6582643,3,5,5,29,29,38
LOC6582645,16,9,13,80,92,111
LOC6582647,700,587,727,375,494,558
LOC6582648,1618,1189,1567,1006,1383,1507
LOC6582649,12193,10372,13442,9064,12571,11849
LOC6582651,755,546,590,470,497,650
LOC6582652,2641,2203,2498,1667,2044,1980
LOC6582653,558,391,575,318,442,484
LOC6582654,467,362,418,193,235,234
LOC6582656,3,4,2,1,4,4
LOC6582657,520,425,560,306,368,379
LOC6582658,455,410,445,292,431,464
LOC6582666,4,2,0,0,3,1
LOC6582668,5567,4516,5352,3050,3821,3505
LOC6582671,6153,4712,5655,2541,3044,2998
LOC6582673,263,208,255,237,257,283
LOC6582674,407,306,336,105,117,111
LOC6582675,9,5,4,24,25,40
LOC6582676,10812,8141,9828,11298,13609,16247
LOC6582678,269,208,223,283,420,510
LOC6582679,1,3,0,17,23,21
LOC6582680,936,794,907,787,1056,1142
LOC6582681,4438,3975,4866,2608,3155,3287
LOC6582682,11,11,12,13,13,26
LOC6582686,26,21,19,13,23,28
LOC6582687,27,19,35,14,28,18
LOC6582688,486,370,448,627,685,912
LOC6582690,2,0,0,1,0,0
LOC6582691,1098,914,945,514,693,763
LOC6582692,2406,2020,2243,2692,3353,4145
LOC6582693,1,2,5,0,0,2
LOC6582694,1,0,1,0,2,1
LOC6582695,11688,9768,11831,5183,6144,6036
LOC6582696,2324,1676,1899,3085,3313,4673
LOC6582697,3781,3188,3920,3518,4231,4971
LOC6582698,4974,3075,3747,5412,4533,8862
LOC6582699,1680,1329,1573,1328,1655,1808
LOC6582700,299,270,332,350,534,597
LOC6582701,2473,1991,2569,1686,2156,2041
LOC6582702,180,124,147,45,73,68
LOC6582703,981,723,886,1266,1628,1713
LOC6582704,2146,1790,2262,2097,2711,3100
LOC6582705,6329,5293,6147,4176,5174,5579
LOC6582706,368,286,329,271,351,355
LOC6582707,1842,1510,1894,2330,3082,3506
LOC6582708,18,29,22,16,24,19
LOC6582709,2263,1687,1947,2195,2720,3278
LOC6582710,2974,2451,2945,2015,2386,2522
LOC6582712,477,346,466,301,393,422
LOC6582713,5042,4090,5049,5409,7075,7481
LOC6582714,757,587,757,676,898,991
LOC6582715,5883,4732,5534,4367,5515,5752
LOC6582716,4117,3429,4165,3909,5138,5236
LOC6582717,2,3,4,25,46,46
LOC6582718,12,7,5,44,44,62
LOC6582719,796,559,722,1046,1429,1443
LOC6582720,2292,1774,2200,1515,1907,1959
LOC6582722,2239,1646,2090,2417,2945,3644
LOC6582723,475,401,562,852,1254,1349
LOC6582724,184,122,167,127,166,189
LOC6582725,4431,3199,3825,3714,4197,4814
LOC6582726,16203,12743,14981,8546,9948,10503
LOC6582727,25,23,17,46,43,64
LOC6582728,9833,7557,8730,16213,18191,24885
LOC6582730,48540,39581,46463,43818,48923,76754
LOC6582732,214,151,229,272,356,407
LOC6582733,396,320,418,407,547,487
LOC6582734,1171,1023,1375,939,1201,1390
LOC6582735,747,541,713,504,610,720
LOC6582736,23,23,30,67,85,115
LOC6582738,10,11,9,2,0,0
LOC6582739,30,19,27,3,6,2
LOC6582740,426,355,443,409,504,474
LOC6582741,520,374,448,281,344,393
LOC6582746,25,12,16,96,158,194
LOC6582748,4,4,6,10,20,16
LOC6582749,11535,9001,10542,30011,34634,46866
LOC6582750,301,261,308,277,370,374
LOC6582751,81,65,79,127,163,214
LOC6582752,555,441,538,289,415,374
LOC6582753,2451,1957,2469,1993,2648,2904
LOC6582754,1868,1540,1787,2023,2784,2897
LOC6582756,931,769,822,720,768,883
LOC6582757,702,515,615,581,637,879
LOC6582758,1403,1093,1268,464,536,642
LOC6582759,1079,882,969,793,867,1103
LOC6582760,97,112,120,93,123,172
LOC6582761,669,641,713,285,391,409
LOC6582762,1620,1223,1514,336,356,374
LOC6582763,805,698,839,236,272,317
LOC6582765,93049,78344,97794,98515,131882,135686
LOC6582766,1002,774,998,636,827,862
LOC6582767,146,96,122,86,103,130
LOC6582768,4748,3774,4477,10650,13726,16060
LOC6582769,1345,1129,1290,1086,1478,1524
LOC6582770,3465,2871,3484,2678,3344,3403
LOC6582772,19,16,14,3,3,4
LOC6582773,887,697,862,770,896,1002
LOC6582774,1246,925,1166,813,979,1077
LOC6582775,374,304,319,387,565,597
LOC6582776,1965,1623,1978,1749,2245,2417
LOC6582780,416,355,447,575,816,974
LOC6582781,2988,2391,2851,1652,1959,2040
LOC6582782,1806,1455,1780,2223,2789,2651
LOC6582783,221,210,221,185,285,288
LOC6582784,1528,1213,1573,1593,2193,2487
LOC6582785,1747,1618,1858,1212,1500,1601
LOC6582787,700,484,587,631,795,809
LOC6582788,2445,2010,2360,1781,2315,2351
LOC6582789,40,39,48,63,102,91
LOC6582792,3056,2496,2814,1895,2208,2637
LOC6582793,57,46,49,11,20,30
LOC6582794,5,6,6,37,38,49
LOC6582795,0,1,1,0,0,0
LOC6582804,0,0,0,0,0,0
LOC6582805,0,0,2,0,0,1
LOC6582808,0,0,0,2,2,0
LOC6582810,555,493,531,458,582,671
LOC6582812,0,2,0,1,3,5
LOC6582814,1,6,2,13,6,16
LOC6582819,447,343,420,475,623,697
LOC6582820,2760,2456,2981,2049,2508,2731
LOC6582823,46,32,28,107,116,168
LOC6582824,2076,1692,1623,2846,3219,5642
LOC6582825,333,246,298,282,326,390
LOC6582826,227,172,268,204,326,311
LOC6582828,897,849,909,686,950,1086
LOC6582829,4375,3132,4143,2941,4239,4276
LOC6582830,834,638,893,498,622,744
LOC6582832,404,317,362,534,687,868
LOC6582833,8,5,8,55,84,79
LOC6582834,0,1,0,0,0,1
LOC6582835,0,0,0,0,0,0
LOC6582837,0,0,0,0,3,0
LOC6582839,5,4,3,60,64,96
LOC6582844,72,60,69,423,458,591
LOC6582845,0,6,4,0,0,0
LOC6582846,2,0,1,0,0,1
LOC6582851,4375,3485,4169,1908,2434,2500
LOC6582858,2284,1738,2288,3,1,3
LOC6582859,906,711,826,959,1069,1297
LOC6582860,0,0,0,0,1,1
LOC6582861,0,0,1,0,0,0
LOC6582862,1,0,1,0,0,0
LOC6582863,0,0,1,0,0,0
LOC6582866,1462,1230,1561,1223,1826,1630
LOC6582867,63305,49376,56533,56140,63164,77727
LOC6582868,6,8,3,11,13,22
LOC6582870,1336,1121,1319,604,798,922
LOC6582871,6,1,8,52,66,73
LOC6582872,16205,13073,15222,7891,9153,9904
LOC6582873,883,657,789,537,672,806
LOC6582874,484,354,487,558,666,743
LOC6582877,16082,12720,15291,12000,13783,15966
LOC6582878,10,14,14,9,21,14
LOC6582880,2229,1797,2136,1580,1979,2347
LOC6582881,242,209,247,261,342,351
LOC6582882,2527,1899,2332,2079,2532,2718
LOC6582884,266,234,230,215,234,270
LOC6582885,168,145,193,26,29,40
LOC6582886,8978,7217,8952,7115,8722,10440
LOC6582887,333,252,281,1356,1495,1958
LOC6582888,0,1,0,0,0,0
LOC6582891,1045,877,995,579,790,920
LOC6582892,4,5,15,9,14,6
LOC6582893,253,185,227,334,410,419
LOC6582895,1,1,2,2,1,3
LOC6582897,0,1,0,0,0,0
LOC6582898,0,0,0,0,0,0
LOC6582900,0,0,0,0,0,0
LOC6582901,4,3,3,0,0,0
LOC6582905,983,834,930,350,484,484
LOC6582911,1139,1061,1220,652,714,1016
LOC6582912,691,554,676,424,588,740
LOC6582913,206,179,237,171,276,324
LOC6582914,551,420,524,440,496,782
LOC6582915,349,300,317,310,429,506
LOC6582916,620,494,582,818,1056,1108
LOC6582917,3,0,0,0,0,0
LOC6582918,621,536,691,1105,1459,1562
LOC6582920,37,29,31,20,29,27
LOC6582921,16,22,19,1,6,3
LOC6582926,379,267,326,882,1090,1231
LOC6582927,95,90,95,75,112,82
LOC6582930,272,214,266,351,516,489
LOC6582931,201,192,231,251,358,359
LOC6582933,326,220,284,318,431,480
LOC6582934,415,275,340,675,781,974
LOC6582935,3889,3214,4241,42787,57318,64873
LOC6582936,46,46,47,22,28,33
LOC6582937,234,190,214,121,145,159
LOC6582938,202,154,206,208,204,239
LOC6582939,0,1,0,4,4,1
LOC6582942,19,8,11,5,1,12
LOC6582943,7,9,13,7,4,7
LOC6582946,780,667,794,576,678,730
LOC6582949,0,0,2,0,2,9
LOC6582951,1135,942,1104,549,622,852
LOC6582953,179,141,204,94,132,160
LOC6582959,173,156,172,147,228,264
LOC6582961,6,2,3,3,0,1
LOC6582963,5721,4620,5840,3827,5300,4887
LOC6582965,1112,945,1053,1067,1332,1387
LOC6582966,13097,10642,12043,16427,19216,22328
LOC6582967,780,629,775,473,559,599
LOC6582968,1597,1342,1713,1946,2585,2809
LOC6582969,587,408,500,640,818,946
LOC6582970,175,153,192,275,366,415
LOC6582973,0,0,0,10,8,10
LOC6582975,2076,1443,1765,1397,1736,2073
LOC6582976,9,3,3,41,68,55
LOC6582977,29,33,48,59,75,93
LOC6582978,1020,808,978,3928,5225,5623
LOC6582979,255,221,293,346,501,546
LOC6582980,287,205,280,195,273,237
LOC6582981,2406,1784,2189,1595,2025,2105
LOC6582982,4582,3927,4862,3019,4202,3519
LOC6582983,5476,4193,5132,4914,6179,7001
LOC6582986,918,810,881,896,1080,1231
LOC6582990,19,14,10,39,26,43
LOC6582991,0,1,1,6,6,6
LOC6582994,391,370,412,259,331,448
LOC6582995,106,83,109,51,80,81
LOC6582996,2,5,6,13,14,27
LOC6582997,912,723,848,390,473,593
LOC6582998,1276,1067,1335,605,755,924
LOC6582999,2711,2235,2539,2125,2844,2994
LOC6583000,1481,1151,1434,1297,1769,1911
LOC6583001,34,25,55,18,22,33
LOC6583002,1660,1445,1847,1806,2368,2616
LOC6583003,25,19,24,49,61,93
LOC6583004,28748,21467,23851,23211,24904,36406
LOC6583005,1,1,2,2,0,2
LOC6583007,7211,6143,7292,5606,6556,7634
LOC6583008,880,630,731,832,1111,1291
LOC6583009,578,419,576,910,1126,1344
LOC6583010,2018,1520,1980,2760,3695,4159
LOC6583012,0,0,0,0,1,0
LOC6583013,180,142,175,356,397,572
LOC6583016,4,2,6,35,48,55
LOC6583017,0,1,0,0,0,0
LOC6583018,1,0,3,0,1,0
LOC6583019,0,2,0,0,1,1
LOC6583020,245,171,248,172,240,271
LOC6583021,1,0,0,2,3,10
LOC6583025,5,8,6,20,22,44
LOC6583026,0,2,0,6,3,7
LOC6583030,2004,1508,1608,2153,2543,2750
LOC6583031,4210,3620,4640,6819,8951,9089
LOC6583032,2570,2132,2672,2695,3457,3397
LOC6583033,11984,9630,11523,10138,13699,14022
LOC6583035,1332,1084,1420,1204,1573,1501
LOC6583037,500,417,467,405,473,661
LOC6583038,2048,1610,1853,1382,1596,1782
LOC6583039,2695,2292,2659,2015,2575,2908
LOC6583040,1489,1257,1641,1425,2026,2220
LOC6583041,7185,5410,6216,21068,26230,30006
LOC6583045,0,0,1,0,1,0
LOC6583048,475,350,478,534,825,825
LOC6583050,2607,2190,2593,2015,2517,2518
LOC6583051,9,4,3,3,0,6
LOC6583052,11709,9501,11371,10499,15133,15045
LOC6583053,1150,929,1192,1910,2710,2971
LOC6583054,2500,2046,2406,1423,1812,1974
LOC6583055,1514,1226,1697,1429,2014,2204
LOC6583056,1756,1474,1694,1213,1396,1582
LOC6583057,4967,3825,4455,4476,5149,5649
LOC6583058,303,221,221,184,199,250
LOC6583060,761,577,732,655,798,869
LOC6583061,2768,2315,2828,1283,1513,1534
LOC6583062,8329,7138,8257,5516,7008,7287
LOC6583063,4253,3395,4097,3001,3806,3886
LOC6583064,2557,2187,2883,2395,3123,3241
LOC6583065,1691,1397,1583,1452,1695,1906
LOC6583066,1367,1103,1379,772,900,923
LOC6583067,1247,899,1191,1288,1596,1803
LOC6583068,2458,2166,2459,2164,2594,2617
LOC6583069,1676,1409,1704,1367,1458,1491
LOC6583070,965,799,976,1014,1286,1447
LOC6583071,1424,1177,1388,1617,2153,2178
LOC6583072,662,534,680,564,739,700
LOC6583073,2922,2334,2813,2142,2856,3012
LOC6583074,688,605,820,495,666,685
LOC6583075,266,230,300,348,518,506
LOC6583078,433,305,411,422,598,589
LOC6583080,9698,7868,9491,11459,14441,14798
LOC6583082,5009,4878,5893,2851,3739,3884
LOC6583084,377,326,375,280,405,401
LOC6583085,0,1,1,1,0,2
LOC6583087,1498,1205,1331,794,866,1154
LOC6583088,565,514,593,273,252,402
LOC6583089,3,3,0,3,10,2
LOC6583091,524,409,530,517,618,828
LOC6583092,4427,3719,4636,3109,3806,4323
LOC6583093,1117,1013,1072,441,472,504
LOC6583094,516,388,512,262,266,353
LOC6583095,3570,3173,3856,1379,1544,1559
LOC6583096,10955,8514,10181,11136,13527,14551
LOC6583098,2237,1855,2170,1580,1947,2038
LOC6583099,401,321,387,756,854,1040
LOC6583100,0,1,2,5,6,9
LOC6583101,391,327,430,218,302,342
LOC6583102,862,684,839,1085,1375,1569
LOC6583103,14589,10525,12214,16009,20324,22929
LOC6583104,2389,1901,2344,1686,2153,2211
LOC6583105,3170,2710,3328,1588,2016,2041
LOC6583106,828,726,851,1021,1286,1384
LOC6583107,838,664,833,908,1091,1315
LOC6583108,5524,4566,5709,6476,8264,8908
LOC6583109,17,13,18,31,35,36
LOC6583110,3331,2754,3148,1911,2216,2296
LOC6583111,927,747,871,866,1074,1226
LOC6583112,1333,989,1211,1411,1737,1975
LOC6583113,895,754,930,1250,1651,1749
LOC6583114,697,510,588,1053,1317,1606
LOC6583115,1698,1378,1664,1549,2078,1973
LOC6583116,3197,2653,3129,1470,1860,1899
LOC6583117,455,355,385,670,710,964
LOC6583118,1086,833,899,1225,1303,2169
LOC6583119,1763,1472,1734,1371,1682,1725
LOC6583120,1478,1128,1382,905,1096,1278
LOC6583122,24,24,30,21,25,41
LOC6583123,3588,3282,3878,2533,3488,3212
LOC6583127,0,0,0,1,0,1
LOC6583129,0,2,0,1,1,0
LOC6583130,2,0,4,0,0,0
LOC6583131,0,0,0,1,1,0
LOC6583132,0,0,0,0,1,0
LOC6583134,0,0,1,0,0,0
LOC6583136,3,4,5,5,4,2
LOC6583138,4,0,2,2,3,0
LOC6583139,1423,1086,1258,91,81,109
LOC6583143,89,62,61,113,126,155
LOC6583145,1104,1054,1192,848,1199,1035
LOC6583147,4378,3883,4494,2919,3765,3719
LOC6583149,2274,1869,2459,1124,1346,1577
LOC6583150,2165,1816,2030,2247,3080,3594
LOC6583154,987,742,998,893,1078,1743
LOC6583155,14932,12160,14732,13122,13487,18276
LOC6583156,12,5,14,10,11,18
LOC6583157,148,134,118,108,123,138
LOC6583158,132,110,140,116,149,147
LOC6583159,23,7,12,4,18,14
LOC6583160,2190,1763,2105,1693,2182,2282
LOC6583161,10459,7601,9238,19825,25692,29757
LOC6583163,433,308,439,561,709,796
LOC6583164,6652,5408,6410,5731,6903,7890
LOC6583165,902,653,833,775,1002,1173
LOC6583166,0,1,2,2,4,5
LOC6583168,680,542,667,608,802,780
LOC6583169,436,344,451,265,349,351
LOC6583170,1564,1192,1535,1078,1508,1554
LOC6583174,322,253,309,256,281,411
LOC6583175,2339,1659,1976,1419,1682,1854
LOC6583176,366,352,473,390,479,540
LOC6583177,1196,1056,1366,538,816,763
LOC6583178,79,73,100,336,442,504
LOC6583179,814,635,725,793,1047,1383
LOC6583180,2011,1701,2223,1782,2231,2248
LOC6583181,2045,1470,1524,2089,2037,3661
LOC6583182,287,247,272,315,357,532
LOC6583183,190,172,257,385,515,582
LOC6583186,1551,1266,1531,2021,2619,2838
LOC6583187,20,20,33,3,9,9
LOC6583188,97,44,59,66,47,70
LOC6583189,1828,1590,1981,1514,1832,1860
LOC6583190,1,1,0,1,3,1
LOC6583193,0,1,2,0,1,3
LOC6583194,3493,2686,3150,1459,1863,2070
LOC6583195,74,62,86,211,278,321
LOC6583196,19,7,23,31,21,18
LOC6583197,233,221,271,257,300,363
LOC6583198,2162,1829,2155,1119,1340,1539
LOC6583199,4242,3300,3481,1491,1623,2574
LOC6583202,36,22,31,59,55,68
LOC6583203,227,222,283,134,176,149
LOC6583204,3654,3092,3527,1595,1997,2369
LOC6583205,2187,1700,2028,1658,2070,2209
LOC6583206,0,0,0,18,15,17
LOC6583207,0,0,0,3,5,4
LOC6583208,2826,2387,2710,1441,1697,1830
LOC6583209,258,239,263,327,451,489
LOC6583210,43,36,36,57,62,74
LOC6583212,2425,1937,2369,1317,1776,1957
LOC6583213,16,17,13,5,4,11
LOC6583214,0,0,2,1,0,0
LOC6583215,59,35,52,33,30,60
LOC6583216,1,0,2,0,0,3
LOC6583217,949,846,981,795,987,1380
LOC6583218,5,4,8,1,3,6
LOC6583219,2,0,3,0,0,0
LOC6583220,2,3,2,0,2,2
LOC6583221,7,6,8,0,0,1
LOC6583222,471,354,478,344,389,456
LOC6583223,934,817,885,801,997,1159
LOC6583224,7,5,9,5,4,6
LOC6583225,1262,999,1152,876,1027,1035
LOC6583226,3035,2378,2794,1761,1976,2444
LOC6583227,1,1,3,2,2,2
LOC6583229,1,0,1,3,3,4
LOC6583230,27,25,45,33,29,46
LOC6583231,2061,1542,1884,3354,4287,4777
LOC6583232,0,0,3,1,0,2
LOC6583233,1,0,1,1,3,4
LOC6583234,1,0,1,0,0,1
LOC6583235,32,23,28,20,31,34
LOC6583236,6744,5422,6331,6491,7683,8630
LOC6583238,350,257,322,195,218,236
LOC6583239,5281,4537,5221,2752,3248,4607
LOC6583240,331,256,362,175,235,213
LOC6583242,432,333,372,220,301,355
LOC6583243,2584,2128,2676,2214,2820,3238
LOC6583244,49,46,47,52,60,109
LOC6583245,194,143,161,409,427,487
LOC6583246,2,1,1,17,16,20
LOC6583247,402,345,399,1884,2005,2656
LOC6583248,954,834,1084,852,1199,1033
LOC6583249,5118,4067,4724,3824,4521,4678
LOC6583250,2157,1823,2048,1724,1904,2299
LOC6583251,334,286,356,361,455,577
LOC6583252,240,231,274,226,349,353
LOC6583253,2742,2130,2621,2031,2461,2413
LOC6583254,1359,1123,1250,732,920,1055
LOC6583255,91,64,103,161,191,202
LOC6583257,9,11,6,19,28,36
LOC6583258,38,31,23,14,24,19
LOC6583259,369,322,419,305,385,416
LOC6583260,424,389,435,254,352,382
LOC6583261,24,32,37,35,29,45
LOC6583262,14088,11305,13357,10452,13195,13668
LOC6583264,2809,2446,2867,1405,1728,1733
LOC6583265,4361,3588,4438,4461,5422,6158
LOC6583266,704,488,596,304,377,395
LOC6583267,533,449,502,582,670,783
LOC6583268,1,2,6,1,1,2
LOC6583270,1,0,1,0,0,0
LOC6583271,40,35,39,6,3,3
LOC6583272,6,7,9,1,3,1
LOC6583273,8,1,3,1,0,0
LOC6583274,1971,1493,1770,1403,1771,1810
LOC6583276,48,49,50,112,160,159
LOC6583278,2333,1907,2323,1111,1359,1662
LOC6583279,2464,1945,2312,1704,2098,2193
LOC6583280,3,2,3,6,5,7
LOC6583282,4822,3995,5077,5469,7394,8007
LOC6583283,1127,937,1164,1509,1878,1979
LOC6583284,74,72,68,74,88,107
LOC6583285,1030,809,967,596,828,875
LOC6583286,1758,1389,1773,1202,1574,1724
LOC6583288,74368,56066,65234,64179,68371,89906
LOC6583291,420,386,487,285,358,351
LOC6583292,0,0,0,0,0,0
LOC6583293,1978,1439,1641,1959,2173,2653
LOC6583294,912,722,841,818,817,972
LOC6583295,405,265,409,355,432,511
LOC6583296,231,199,232,168,202,242
LOC6583298,1622,1399,1790,1494,2072,2178
LOC6583299,1,3,1,1,4,4
LOC6583300,1,0,2,2,3,3
LOC6583305,325,231,292,197,306,352
LOC6583306,536,414,504,423,467,584
LOC6583307,0,1,1,10,12,20
LOC6583308,128,99,97,53,66,96
LOC6583309,1242,1070,1271,1250,1474,1576
LOC6583313,1639,1274,1561,1490,1741,1983
LOC6583315,0,0,0,0,2,0
LOC6583317,0,0,1,0,5,6
LOC6583320,9,10,9,10,8,7
LOC6583321,1,1,0,0,5,6
LOC6583322,0,0,0,0,0,1
LOC6583325,1550,1271,1468,1028,1211,1597
LOC6583326,1,2,4,0,2,4
LOC6583327,3668,2790,3373,3863,4983,5499
LOC6583331,30,32,43,8,10,13
LOC6583332,470,456,551,407,548,654
LOC6583333,3204,2379,2960,2104,2569,2789
LOC6583334,59,37,50,39,49,56
LOC6583335,4432,3608,4284,2415,3024,3212
LOC6583337,886,722,851,545,660,817
LOC6583338,1698,1302,1580,1314,1695,1707
LOC6583340,2,4,0,0,2,0
LOC6583342,0,0,0,0,0,0
LOC6583344,6,4,9,16,16,18
LOC6583348,601,519,615,215,272,305
LOC6583349,635,486,603,438,560,635
LOC6583350,724,504,695,446,577,637
LOC6583352,189,196,218,124,152,185
LOC6583353,22,21,25,17,25,29
LOC6583354,430,385,405,646,814,949
LOC6583355,152,144,145,374,425,634
LOC6583357,57873,42909,50917,54422,62803,75040
LOC6583358,507,450,434,267,369,383
LOC6583359,1399,1156,1261,915,1098,1162
LOC6583361,1712,1324,1649,1325,1746,1958
LOC6583362,8600,6215,7977,8397,9897,11143
LOC6583363,2254,1754,2046,2000,2325,2644
LOC6583364,1972,1615,1906,1106,1440,1723
LOC6583365,30,24,29,127,151,215
LOC6583366,6818,5233,6267,10411,12590,14829
LOC6583367,2016,1691,1888,1626,2141,2275
LOC6583368,7,8,5,25,39,40
LOC6583369,2511,2015,2618,1945,2607,2491
LOC6583370,1607,1173,1458,1080,1373,1407
LOC6583371,9,8,9,10,13,21
LOC6583375,73,44,62,15,22,24
LOC6583376,826,737,897,710,825,980
LOC6583377,1071,888,1172,673,1001,918
LOC6583378,439,347,401,932,1223,1258
LOC6583379,1086,823,1063,1214,1473,1803
LOC6583380,2026,1689,2011,1074,1373,1394
LOC6583381,45,45,52,56,62,82
LOC6583382,1375,1096,1343,1437,1938,1960
LOC6583383,1,0,2,1,0,0
LOC6583384,0,0,0,0,0,0
LOC6583386,1622,1255,1630,906,1130,1260
LOC6583388,0,4,0,26,16,31
LOC6583390,2,1,2,0,1,4
LOC6583391,220,163,170,33,40,44
LOC6583394,0,0,0,0,0,0
LOC6583395,0,0,0,0,1,2
LOC6583397,1,0,0,1,0,0
LOC6583405,16,18,19,13,19,31
LOC6583408,4,1,2,10,21,27
LOC6583409,7,3,2,4,2,2
LOC6583410,1364,1069,1455,826,1131,1136
LOC6583411,373,260,430,43,30,34
LOC6583412,0,0,0,0,0,1
LOC6583414,1,1,0,0,0,0
LOC6583416,1,1,3,0,0,1
LOC6583418,0,3,0,0,0,0
LOC6583422,7145,5822,6878,3941,4479,5015
LOC6583426,0,0,0,0,3,1
LOC6583430,1097,848,1040,842,885,1076
LOC6583432,2059,1664,1836,988,1042,1933
LOC6583433,327,253,321,171,217,243
LOC6583434,2122,1769,2164,1127,1342,1406
LOC6583435,346,229,344,267,381,461
LOC6583436,485,417,550,624,845,852
LOC6583437,445,415,471,640,811,982
LOC6583438,272,255,282,177,234,262
LOC6583439,381,345,407,399,573,608
LOC6583440,744,610,909,651,866,978
LOC6583442,4483,3590,4279,5245,6213,7954
LOC6583445,0,0,0,0,0,0
LOC6583447,114,119,131,54,77,95
LOC6583448,0,0,0,0,0,0
LOC6583456,5127,4144,5430,2989,4086,3745
LOC6583457,847,628,769,718,816,978
LOC6583459,6597,5454,6422,5181,6227,6635
LOC6583462,69,69,80,140,165,162
LOC6583464,13,6,9,45,44,57
LOC6583465,1920,1432,1737,772,858,866
LOC6583466,2386,1809,2077,1635,1881,2111
LOC6583468,1737,1349,1786,599,767,919
LOC6583469,120,92,86,364,450,495
LOC6583472,3,14,7,17,19,17
LOC6583474,73,55,86,238,323,377
LOC6583476,1869,1603,1909,1529,2007,2037
LOC6583477,1346,1064,1343,1053,1222,1474
LOC6583479,964,706,856,611,775,774
LOC6583480,7,5,8,2616,3481,3791
LOC6583481,3,7,5,24,40,47
LOC6583482,18,18,12,73,88,130
LOC6583483,2362,2050,2278,1003,1264,1347
LOC6583484,2936,2132,2531,988,1129,1566
LOC6583485,16884,12638,14698,15370,17844,19365
LOC6583486,5350,4995,5405,5473,6262,7620
LOC6583487,1970,1721,2003,1765,2358,2202
LOC6583488,2999,2329,2718,3644,4392,5161
LOC6583489,445,378,471,258,297,378
LOC6583490,4780,4044,4472,1613,1857,2335
LOC6583491,1536,1344,1617,1044,1305,1595
LOC6583492,798,692,783,677,830,977
LOC6583493,2209,1879,2248,1114,1486,1579
LOC6583494,690,614,691,738,998,1099
LOC6583496,1354,1100,1331,1266,1461,1729
LOC6583497,546,463,624,341,415,498
LOC6583499,4648,3733,4585,4913,6843,6615
LOC6583500,913,826,1057,666,851,932
LOC6583501,0,0,0,0,0,0
LOC6583502,0,0,0,0,0,0
LOC6583504,0,0,0,0,2,2
LOC6583505,1120,916,1104,1494,1771,2085
LOC6583506,0,2,1,4,5,3
LOC6583508,11525,9355,11658,5606,7011,7222
LOC6583509,187,136,187,102,126,131
LOC6583510,136,110,156,124,136,123
LOC6583512,2473,2246,2589,1082,1097,1191
LOC6583514,1418,1207,1488,912,1143,1263
LOC6583515,1442,1155,1425,949,1215,1337
LOC6583516,4068,3121,3787,2338,2746,3182
LOC6583517,128,89,96,282,359,478
LOC6583518,113,80,78,60,78,102
LOC6583519,254,225,257,220,266,325
LOC6583520,1219,985,1237,990,1346,1417
LOC6583521,440,403,526,608,761,942
LOC6583522,3789,3129,3652,1895,2314,2465
LOC6583523,31,23,17,21,22,28
LOC6583525,0,0,0,0,0,0
LOC6583526,0,1,0,4,1,2
LOC6583527,0,2,0,3,2,3
LOC6583531,63,68,64,1,4,3
LOC6583533,0,0,0,0,2,0
LOC6583534,0,0,0,0,2,0
LOC6583538,155,137,146,121,169,162
LOC6583540,0,0,2,0,0,0
LOC6583543,0,0,2,0,1,1
LOC6583544,1082,776,792,3568,3644,5465
LOC6583545,283,178,262,631,720,1256
LOC6583546,3,2,6,3,1,7
LOC6583547,401,312,349,110,132,240
LOC6583549,1180,904,1119,496,656,834
LOC6583550,3,2,0,0,0,1
LOC6583551,8606,6903,8375,4929,6211,5919
LOC6583553,2286,1717,2130,1538,1945,2045
LOC6583554,2195,1634,2137,1732,2022,2174
LOC6583555,3564,3030,3455,2215,2891,2958
LOC6583557,2973,2487,3055,4793,6996,6497
LOC6583558,3,2,2,9,6,18
LOC6583559,406,311,400,327,425,455
LOC6583561,2254,1813,2373,2307,3113,3072
LOC6583562,3748,3246,4156,3929,5192,4703
LOC6583563,1313,1221,1443,932,1266,1362
LOC6583564,1,0,0,2,2,1
LOC6583566,1073,878,1080,653,911,1000
LOC6583567,1678,1333,1732,1146,1325,1369
LOC6583568,1452,1247,1529,872,1099,1159
LOC6583569,1662,1246,1627,1868,2441,2608
LOC6583570,59,45,71,63,59,65
LOC6583571,902,701,848,802,1031,970
LOC6583572,0,0,0,0,2,0
LOC6583573,2,0,0,1,0,0
LOC6583577,5123,4168,5181,4500,5462,5524
LOC6583578,643,493,658,256,315,332
LOC6583579,2176,1769,2030,2119,2491,2755
LOC6583582,2726,2336,2864,4011,5283,5318
LOC6583583,368,310,435,332,350,426
LOC6583584,476,379,458,197,291,296
LOC6583585,83,69,65,68,54,63
LOC6583587,3319,2528,2900,1992,2540,2724
LOC6583588,3962,3182,3942,3689,4744,5385
LOC6583589,1894,1457,1874,1392,1870,1975
LOC6583590,951,818,902,1276,1530,1825
