,dari_head_rep1,dari_head_rep2,dari_head_rep3,dmoj01_head_rep1,dmoj01_head_rep2,dmoj01_head_rep3,dmoj20_head_rep1,dmoj20_head_rep2,dmoj20_head_rep3,dmoj22_head_rep1,dmoj22_head_rep2,dmoj22_head_rep3,dmoj26_head_rep1,dmoj26_head_rep2,dmoj26_head_rep3
LOC6583269,1,1,0,4,4,0,0,4,0,0,0,1,0,0,0
LOC6583270,0,0,0,31,22,32,0,0,1,1,0,0,0,0,0
LOC6583271,4,4,37,2,8,4,0,3,3,7,5,5,11,9,6
LOC6583272,249,215,1479,647,560,179,17,52,23,33,75,52,0,0,1
LOC6583273,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
LOC6583274,937,669,4135,1177,2567,824,1108,1987,1141,789,2090,1175,611,892,435
LOC6583276,144,94,732,2446,4225,1342,211,355,255,230,631,326,136,152,100
LOC6583278,396,504,2939,517,910,450,444,1088,556,526,1306,888,435,706,406
LOC6583279,765,595,3991,932,2388,757,838,1936,1099,608,1454,874,548,792,422
LOC6583280,0,1,20,0,29,3,1,0,2,0,6,5,0,4,0
LOC6583281,3,3,4,22,41,10,5,0,14,10,2,18,9,15,9
LOC6583282,2049,1607,10303,2771,4902,1861,1626,3405,1979,1695,3426,2535,1656,2238,1079
LOC6583283,400,344,2150,617,1391,482,462,1005,678,387,1064,673,272,474,258
LOC6583284,52,28,235,50,87,37,44,138,63,32,70,57,46,90,38
LOC6583285,435,353,2132,532,1086,491,433,993,544,404,918,600,255,340,232
LOC6583286,363,302,1712,549,1218,460,395,940,484,290,745,478,344,407,260
LOC6583287,768,509,3276,761,1834,533,585,1149,714,545,1062,966,455,787,408
LOC6583288,20580,20987,130060,28518,72255,24713,18339,48653,28920,16613,46686,31755,30441,40426,24532
LOC6583292,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
LOC6583293,685,618,3125,701,1850,636,618,1649,931,568,1820,1092,408,549,274
LOC6583294,284,188,1274,326,917,265,255,696,366,184,601,354,236,233,141
LOC6583295,169,128,865,307,541,187,188,315,207,126,267,183,150,256,101
LOC6583296,109,108,695,143,323,141,117,477,144,64,209,161,107,168,89
LOC6583298,1565,1245,7882,2780,5299,1904,2093,4266,2401,1316,2500,1796,2805,3607,2007
LOC6583299,61,51,309,69,129,41,24,99,72,27,90,56,46,80,29
LOC6583300,14,14,99,22,27,20,4,10,12,7,15,2,10,11,5
LOC6583305,256,148,950,351,568,222,388,532,368,221,464,240,292,363,194
LOC6583306,268,185,1384,199,565,176,242,387,320,244,446,271,108,196,109
LOC6583307,53,44,228,9,48,8,8,26,19,5,15,9,24,25,14
LOC6583308,107,47,417,182,235,73,195,225,198,87,154,109,209,202,140
LOC6583309,856,648,4208,937,2204,755,538,1261,719,474,1233,842,556,776,359
LOC6583310,279,252,1685,278,595,213,304,438,335,163,433,282,173,238,137
LOC6583311,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LOC6583312,2,4,43,66,204,63,2,17,0,46,166,91,0,4,4
LOC6583313,654,522,2750,684,1392,499,594,1589,752,465,1039,722,432,677,337
LOC6583314,124,124,686,116,220,63,72,236,71,163,465,285,305,416,190
LOC6583315,5,0,0,0,13,0,1,0,0,0,0,4,0,0,3
LOC6583317,0,2,22,0,0,0,5,5,4,0,9,0,0,0,0
LOC6583320,5,4,5,22,59,4,12,43,4,6,20,5,13,14,4
LOC6583321,0,1,0,0,0,0,2,5,0,0,4,8,0,0,0
LOC6583322,0,0,0,1,0,0,0,5,0,0,8,3,12,4,0
LOC6583325,1006,665,4679,1009,2034,798,1674,3310,2023,622,1699,1202,753,1034,548
LOC6583326,10,4,21,2,10,3,12,17,10,2,12,3,1,7,2
LOC6583327,731,797,4501,571,1452,462,712,2024,1140,417,1719,1076,437,704,427
LOC6583329,0,0,12,0,0,0,0,0,0,3,0,3,0,0,0
LOC6583330,10,5,64,9,14,7,6,19,14,19,25,17,0,8,7
LOC6583331,4,5,39,17,14,20,8,20,0,4,12,6,10,13,1
LOC6583332,267,185,1089,438,696,353,233,538,298,218,452,407,144,251,153
LOC6583333,2380,2095,11780,2638,5493,2125,1750,3674,2311,1807,5204,2915,1041,1823,741
LOC6583334,41,21,92,42,141,33,50,113,72,25,46,48,28,26,23
LOC6583335,1450,925,6510,1879,3562,1446,1611,2814,1703,1506,3114,1743,964,925,584
LOC6583337,480,233,1658,800,1614,642,793,1288,780,525,1166,643,769,806,448
LOC6583338,653,560,3728,733,1654,590,967,2292,1416,452,1280,783,506,916,411
LOC6583339,14,11,52,3,0,10,4,24,5,0,0,0,2,0,0
LOC6583340,0,0,18,0,0,0,1,5,8,1,5,0,2,0,0
LOC6583341,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0
LOC6583342,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0
LOC6583344,26,22,162,26,52,14,14,12,21,14,32,21,10,34,4
LOC6583346,90,52,291,7,22,7,11,22,25,2,16,16,5,6,4
LOC6583348,119,101,829,189,443,202,138,371,180,137,427,261,45,65,45
LOC6583349,304,226,1392,426,919,377,766,1643,1033,299,654,451,238,290,192
LOC6583350,420,239,1924,659,1229,434,485,1174,582,442,935,684,324,473,275
LOC6583351,1676,1225,8192,1628,3716,1432,1237,2596,1555,1229,2615,1822,1283,1520,809
LOC6583352,32,20,184,29,76,21,29,53,15,53,87,61,31,53,36
LOC6583353,37,11,130,46,109,42,40,56,65,15,43,17,22,53,22
LOC6583354,217,247,1548,268,939,272,159,528,276,148,497,321,276,429,241
LOC6583355,394,260,1717,390,691,215,238,458,290,165,362,280,596,836,491
LOC6583356,4913,4408,25994,7379,16046,5637,2964,6159,3757,4425,10759,6999,8979,14571,7472
LOC6583357,12383,11716,69066,11134,28105,9476,7206,19629,11156,8935,28651,17928,5332,8849,4525
LOC6583358,331,208,1249,285,680,258,289,627,355,159,440,191,255,360,232
LOC6583359,509,355,1960,531,867,369,362,703,423,393,1117,680,251,189,184
LOC6583361,530,483,2825,702,1581,571,412,1148,742,353,1354,782,429,634,379
LOC6583362,2305,2392,14326,2307,5821,2353,1621,3958,2535,2063,6241,3802,1816,2673,1554
LOC6583363,991,677,4614,1299,2958,954,851,2383,1331,650,1847,1243,835,1124,690
LOC6583364,1079,862,5398,1034,2261,763,558,1426,701,568,1474,948,481,496,313
LOC6583365,7,9,37,40,68,30,20,61,35,14,47,35,25,27,19
LOC6583366,1330,1151,7642,570,1246,410,584,1628,975,483,1530,923,539,829,511
LOC6583367,808,691,4025,931,2250,737,775,1813,1003,564,1321,876,746,924,514
LOC6583368,14,12,34,24,53,12,10,46,4,5,19,20,10,13,14
LOC6583369,1466,1334,7901,1723,3619,1335,1493,3234,1716,1183,3096,1854,901,1418,714
LOC6583370,489,397,2387,690,1383,520,482,1296,633,411,1289,743,277,573,290
LOC6583371,2,0,22,8,9,4,0,0,4,2,0,5,1,6,0
LOC6583372,19,20,39,0,6,1,0,2,0,0,6,2,4,2,0
LOC6583373,0,0,0,0,11,3,0,0,1,6,0,3,4,0,1
LOC6583375,28,21,127,0,0,2,0,3,0,0,1,1,5,12,0
LOC6583376,283,180,1414,394,934,333,235,668,416,198,605,346,198,300,111
LOC6583377,613,463,2920,768,1799,648,524,1195,745,413,1279,787,555,817,527
LOC6583378,338,210,1499,707,1220,402,422,953,434,357,624,472,213,298,164
LOC6583379,837,822,5062,993,2216,857,660,1574,892,718,1811,1295,706,1388,713
LOC6583380,572,464,2774,909,1970,710,687,1330,787,521,1478,985,676,902,585
LOC6583381,8,9,75,73,127,35,27,35,19,21,32,23,16,42,12
LOC6583382,692,363,2538,745,1683,580,637,1290,646,385,912,584,520,555,287
LOC6583383,0,0,0,0,0,0,6,30,4,0,0,0,0,0,0
LOC6583384,0,0,0,0,0,0,1,9,10,0,0,0,0,0,0
LOC6583385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6583386,869,602,3501,698,1303,550,1048,1858,1256,1042,1883,1211,1080,1282,723
LOC6583388,3,0,0,0,0,0,0,0,0,0,1,0,5,1,0
LOC6583390,3,4,17,69,151,70,10,57,14,61,189,140,26,11,13
LOC6583391,45,16,137,62,165,53,49,112,84,33,76,51,42,52,51
LOC6583393,202,121,842,246,544,228,125,406,208,108,329,234,82,222,112
LOC6583394,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
LOC6583395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6583397,1,0,13,0,0,2,3,15,0,0,3,2,0,0,1
LOC6583403,41,31,208,45,151,42,46,153,67,26,102,61,57,86,41
LOC6583404,3,0,19,0,3,2,14,19,10,0,0,5,4,4,0
LOC6583405,23,26,135,20,102,9,52,109,68,35,81,32,3,28,6
LOC6583406,1191,871,4803,2143,4256,1509,1751,3763,2133,1276,2976,1781,904,1425,677
LOC6583408,6,4,16,3,11,0,2,0,2,0,9,0,0,0,0
LOC6583409,1,4,10,5,7,1,0,11,4,0,2,5,17,52,15
LOC6583410,797,555,3485,735,1632,653,934,1780,1070,508,1024,663,431,770,372
LOC6583411,20,8,107,22,44,18,39,65,27,8,34,12,2,13,9
LOC6583412,1,2,16,9,0,6,1,0,9,0,0,0,0,0,0
LOC6583414,1,0,3,0,9,4,1,0,0,0,0,0,0,0,0
LOC6583416,31,23,304,944,1495,546,25,75,39,88,242,156,13,20,17
LOC6583417,6,18,36,142,380,93,5,21,17,27,51,45,0,6,3
LOC6583418,0,1,30,33,78,18,4,14,5,8,49,18,0,4,0
LOC6583420,0,0,0,5,23,0,6,56,14,0,1,7,11,15,9
LOC6583422,3791,2364,15553,3522,6377,2427,5162,8354,5391,3155,7353,4180,2043,3035,1475
LOC6583424,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0
LOC6583425,31,17,195,0,0,0,0,0,0,0,0,0,0,0,1
LOC6583426,71,55,436,66,224,24,10,22,14,0,0,1,31,30,24
LOC6583428,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LOC6583429,47,44,387,18,42,32,10,35,5,6,15,19,48,57,30
LOC6583430,674,339,2737,1143,1387,420,584,981,536,480,838,537,537,493,394
LOC6583432,484,456,2829,2473,6055,2333,1057,2700,1710,1434,3757,2794,2026,2159,1330
LOC6583433,20,10,146,60,91,41,35,89,59,46,92,76,9,16,15
LOC6583434,435,328,2398,649,1332,531,434,989,598,330,979,545,285,353,255
LOC6583435,170,124,763,294,558,176,169,286,139,98,237,155,137,162,127
LOC6583436,112,101,499,249,546,190,140,424,187,157,301,203,118,165,120
LOC6583437,213,133,1042,371,575,251,261,362,277,152,297,226,256,250,132
LOC6583438,90,86,551,136,386,132,97,191,110,76,119,153,69,200,82
LOC6583439,162,187,936,301,512,161,147,346,209,137,196,219,172,190,116
LOC6583440,215,154,1022,298,942,283,312,590,384,245,584,376,267,423,143
LOC6583441,573,476,3309,767,1749,722,688,1872,1088,781,2163,1348,573,754,452
LOC6583442,1615,1355,8287,2946,5558,1785,2057,4269,2417,1377,3663,2211,1766,2449,1305
LOC6583444,0,0,10,0,0,0,2,4,0,0,0,0,0,0,0
LOC6583445,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0
LOC6583447,38,12,180,50,88,18,33,38,36,185,282,168,15,16,8
LOC6583448,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LOC6583451,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
LOC6583453,16,3,55,4,41,4,1,12,10,8,12,9,0,2,0
LOC6583456,2844,2066,11807,3218,6059,2160,2323,4233,2391,1820,4706,2887,1681,2440,1250
LOC6583457,430,388,2641,397,1160,371,334,1133,730,219,813,531,251,368,210
LOC6583459,2657,1658,10729,2556,4745,1876,3817,6839,4065,3040,7364,3991,1101,1284,678
LOC6583462,141,89,695,79,196,75,94,235,102,64,182,88,63,145,72
LOC6583463,14,10,73,1,17,6,1,0,2,0,1,3,0,7,0
LOC6583464,25,9,129,21,80,12,10,55,28,10,12,13,2,12,5
LOC6583465,435,351,1881,440,862,430,388,892,575,403,856,510,207,371,190
LOC6583466,773,560,3173,1191,2431,888,1168,2020,1288,1220,2794,1528,432,616,313
LOC6583468,733,524,2959,718,1905,759,476,1476,835,411,1174,823,410,610,394
LOC6583469,701,372,2823,1072,2052,897,1368,2744,1495,326,769,490,1517,1508,885
LOC6583472,0,4,14,8,0,0,2,0,5,1,0,1,0,5,2
LOC6583473,8,1,12,13,31,4,6,23,7,3,14,24,2,18,9
LOC6583474,20,37,186,50,65,39,16,18,25,20,35,18,22,31,20
LOC6583475,47,43,241,56,98,53,41,115,89,26,120,68,59,79,37
LOC6583476,945,669,4547,1222,2516,848,856,1597,956,557,1376,822,827,1068,634
LOC6583477,382,393,2249,610,1295,490,390,1057,615,490,1127,659,241,309,188
LOC6583478,3,5,12,6,7,14,3,25,8,0,17,1,5,4,1
LOC6583479,444,400,2244,876,1528,605,707,1682,834,465,1029,744,582,770,447
LOC6583480,1215,1031,6495,568,1118,389,345,877,477,730,1891,1084,331,404,230
LOC6583481,52,50,266,139,278,104,22,27,26,118,322,180,5,36,26
LOC6583482,72,38,196,154,87,66,73,74,52,28,32,40,159,124,63
LOC6583483,1056,705,4459,996,2258,840,955,2327,1361,861,2400,1266,582,712,488
LOC6583484,641,637,3506,705,1872,728,206,582,354,554,1518,1070,434,516,357
LOC6583485,6206,5055,27661,7504,16925,5417,8394,17879,10729,4699,13282,7870,3887,6763,3061
LOC6583486,2523,2194,12853,1772,4857,1639,2822,8095,4243,1707,5880,3623,712,1388,590
LOC6583487,1037,690,3981,1277,1892,720,926,1864,1136,790,2022,985,616,861,515
LOC6583488,1110,946,6705,1904,4276,1599,1408,3295,1854,1107,2780,1863,1001,1465,831
LOC6583489,185,130,1110,253,407,194,141,358,154,80,239,118,201,184,126
LOC6583490,1815,1086,7135,2031,4338,1558,2447,4901,3083,1349,3383,2092,1644,1944,1113
LOC6583491,558,429,2552,638,995,436,678,1310,681,489,987,643,519,608,375
LOC6583492,410,260,1737,671,1015,320,502,760,537,419,776,517,340,406,193
LOC6583493,1268,822,5554,2279,3638,1363,1229,2133,1372,1125,2105,1371,1188,1133,782
LOC6583494,338,319,1898,349,1009,342,280,976,449,278,787,506,206,282,165
LOC6583495,1318,1012,6706,2189,4860,1604,1509,3495,1915,1355,3772,2408,854,1436,769
LOC6583496,391,316,1897,620,1566,518,545,1248,765,384,1008,748,446,584,357
LOC6583497,149,111,679,255,421,146,219,355,205,105,215,142,191,209,129
LOC6583500,566,407,2898,1120,1893,666,572,1143,681,513,733,738,592,799,436
LOC6583501,0,0,0,0,1,0,0,19,0,0,4,0,0,2,0
LOC6583502,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0
LOC6583503,188,123,741,260,308,174,233,399,266,171,310,148,101,175,88
LOC6583504,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6583505,625,523,3060,781,1555,600,276,739,503,392,785,506,273,407,209
LOC6583506,45,48,245,10,29,11,8,24,0,16,36,37,54,71,31
LOC6583508,6266,5249,26859,8773,17215,6831,8528,15755,9133,5638,13655,8088,7089,10435,5502
LOC6583509,29,33,264,53,157,48,42,126,89,44,133,69,26,45,21
LOC6583510,114,80,615,231,394,191,197,342,154,184,373,273,254,340,115
LOC6583512,1153,753,4382,2051,4171,1775,4221,6164,4327,1322,2211,1479,1517,1784,986
LOC6583514,576,462,2394,1404,3124,1023,671,1555,750,435,1143,681,407,486,350
LOC6583515,421,299,2096,617,1271,400,326,839,390,246,717,580,329,465,191
LOC6583516,680,512,3384,1335,2116,617,729,1263,814,843,2019,1403,778,1011,588
LOC6583517,34,45,182,38,71,29,41,142,39,35,63,48,19,32,25
LOC6583518,54,47,250,182,308,64,110,157,157,84,166,144,22,61,30
LOC6583519,126,82,578,239,345,133,158,162,226,118,261,139,107,146,92
LOC6583520,829,530,3488,1257,2190,690,823,1337,822,657,1168,842,1041,1023,584
LOC6583521,324,267,1949,457,1019,360,323,781,380,259,630,481,314,285,148
LOC6583522,1156,866,5812,1617,3933,1330,1133,2743,1509,1080,2626,1565,779,1080,698
LOC6583523,6,1,0,6,1,5,5,20,6,1,2,8,5,8,2
LOC6583525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6583526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6583527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC6583530,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
LOC6583531,3,7,48,0,0,0,7,17,15,0,1,6,0,0,0
LOC6583532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6583533,4,0,11,2,6,3,1,0,0,0,0,0,0,0,0
LOC6583534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6583537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6583538,25,29,147,34,17,7,45,55,28,33,92,44,14,14,2
LOC6583540,1,0,24,0,0,0,3,21,1,0,0,0,0,0,0
LOC6583541,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0
LOC6583542,35,32,149,2604,5362,1729,135,264,101,47,82,63,223,253,114
LOC6583543,9,3,0,17,26,21,10,18,5,4,24,0,37,49,28
LOC6583544,4191,3170,19299,5369,12839,4659,1505,3774,2213,5218,12941,9508,2636,3042,1960
LOC6583545,13160,9801,64874,23252,44839,15767,2942,6481,4005,7150,16410,11609,2463,2746,1587
LOC6583546,5707,4398,28636,118,282,77,3,15,31,131,290,138,35,26,19
LOC6583547,2730,2051,15218,325,686,300,195,500,263,143,344,296,277,262,219
LOC6583549,3723,3664,21371,825,1947,613,168,570,355,605,1904,1252,247,311,179
LOC6583550,803,526,2854,135,223,113,16,53,14,102,302,146,292,358,260
LOC6583552,0,0,1,10,7,0,0,6,4,0,0,0,4,4,0
LOC6583553,1104,867,5672,1700,3261,1171,670,1600,966,623,1740,1177,1081,1443,838
LOC6583554,557,606,3896,765,1918,646,527,1450,1021,552,1585,929,406,503,362
LOC6583555,1800,1037,6216,2191,3506,1327,2548,4536,2428,1432,3202,1740,1121,1731,853
LOC6583557,1741,1697,9711,1819,3743,1297,1369,3691,1876,1727,4679,2808,422,870,392
LOC6583558,74,37,410,101,278,62,0,0,0,5,14,20,0,0,0
LOC6583559,358,300,2014,227,349,136,168,424,235,100,270,172,84,155,88
LOC6583561,1206,832,5526,1317,2934,917,1150,2633,1458,777,1864,1356,833,1279,617
LOC6583562,1847,1163,7181,4499,6779,2533,2714,4700,2771,2286,5100,2943,2398,2627,1463
LOC6583563,689,502,3295,813,1910,612,494,1129,671,548,1026,740,324,503,258
LOC6583564,0,1,5,2,32,17,75,182,99,8,27,5,2,5,1
LOC6583565,3,5,5,13,51,7,108,223,129,11,47,32,8,29,9
LOC6583566,538,315,2362,754,1149,450,733,1271,760,565,852,698,662,549,321
LOC6583567,848,777,4284,1000,1968,672,1064,1888,1273,802,2183,1177,596,798,533
LOC6583568,549,412,2640,804,1558,577,549,1214,683,338,903,559,490,991,523
LOC6583569,847,833,5032,1181,2423,839,783,1847,997,489,1520,959,565,760,461
LOC6583570,81,54,376,142,382,145,75,164,74,74,167,109,70,50,40
LOC6583571,725,604,3393,950,1605,552,590,1285,821,542,1247,814,419,705,370
LOC6583572,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0
LOC6583573,0,0,0,0,11,0,0,21,1,0,8,0,0,0,0
LOC6583577,2974,1928,12285,2713,5251,2124,2728,5299,2835,2189,5076,2758,1844,2427,1300
LOC6583578,328,265,1418,441,888,269,317,619,444,235,508,337,272,341,220
LOC6583579,1083,856,4811,1784,4532,1495,999,2500,1496,657,2056,1310,1108,1428,874
LOC6583583,151,153,1210,238,674,249,122,396,201,36,142,75,159,213,112
LOC6583584,225,174,1231,357,884,330,207,432,189,140,363,229,216,340,183
LOC6583585,25,25,194,30,102,31,13,25,31,22,45,38,4,5,4
LOC6583586,93,60,368,17,42,19,18,19,25,40,123,59,23,41,27
LOC6583588,1350,1055,6544,1729,3781,1175,934,1877,1164,882,1952,1644,765,1214,552
LOC6583589,458,429,3258,621,1418,475,463,1131,648,426,985,596,411,669,306
LOC6583590,223,161,1021,322,837,226,206,575,247,291,687,474,140,164,94
LOC6583591,1078,872,5051,1188,2529,837,1000,2115,1235,1068,2657,1606,1368,2152,1053
LOC6583592,438,307,2160,527,1087,407,263,635,314,274,720,459,305,479,225
LOC6583593,7,17,3,0,0,0,0,0,0,0,0,0,0,0,0
LOC6583594,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6583595,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC6583596,845,682,4405,1015,2349,796,495,1462,710,452,1344,818,363,377,230
LOC6583599,4492,3439,22811,4341,9163,3252,4729,10218,6072,2938,7154,4298,2533,3403,1853
LOC6583600,34,34,114,161,399,152,63,92,41,143,180,215,166,209,123
LOC6583601,1858,1517,8426,3204,6641,2414,2928,5907,3395,2560,5692,3369,2424,3160,1883
LOC6583602,755,529,3507,596,1590,507,283,759,446,284,734,581,330,552,282
LOC6583603,457,352,1890,639,1029,295,402,902,552,308,693,405,256,310,249
LOC6583604,767,673,3792,1358,2672,1032,637,1469,720,1709,4629,3018,648,1096,557
LOC6583608,3,8,26,34,49,14,71,144,54,7,1,4,11,28,21
LOC6583610,993,898,5695,1288,3018,927,847,1540,981,632,1718,1090,630,1136,569
LOC6583617,1683,1341,7570,7241,13962,4568,6757,13921,8026,4555,10557,7410,4127,6265,3194
LOC6583619,1528,1504,8807,2143,5232,1852,1206,3573,2041,1084,3687,2770,1087,2234,1115
LOC6583620,4878,3918,24968,6472,15328,5038,3994,8797,5641,2582,8451,4853,2598,4746,2505
LOC6583621,2041,1493,9819,3632,7961,2714,2909,5957,3801,1842,5162,3142,1866,3289,1620
LOC6583622,735,625,3458,563,1320,436,654,1310,841,656,1850,1101,76,168,76
LOC6583623,201,174,873,29,89,36,6,22,11,3,7,2,6,28,5
LOC6583624,736,749,4298,1166,3265,934,747,2195,1328,780,2419,1664,970,1939,979
LOC6583625,597,576,3489,723,1917,546,490,1078,710,542,1785,1171,416,593,295
LOC6583626,171,158,1127,388,1093,337,250,608,334,145,515,368,246,493,273
LOC6583627,736,510,3018,712,1495,471,711,1367,749,504,1140,636,458,579,365
LOC6583629,4014,3202,19322,3757,9372,2861,4245,9547,5581,3244,9002,5654,1489,2741,1399
LOC6583630,15,8,78,9,28,14,12,26,12,5,25,7,18,14,9
LOC6583632,2294,2114,12285,2060,5220,1654,1853,4563,2785,1488,4486,2534,1226,2218,1115
LOC6583635,1,6,6,2,0,3,8,26,6,4,1,7,1,17,10
LOC6583637,3550,3518,20572,3938,11927,3739,2699,6953,4156,3176,9962,5930,2747,5063,2604
LOC6583638,5525,4971,30968,8321,18160,6710,3501,8388,4684,6469,15387,10725,3982,5881,3273
LOC6583639,2245,1460,9192,2188,4203,1551,2114,3648,2268,1361,3278,1764,1224,1896,956
LOC6583641,949,750,4515,1245,2755,1073,1752,3811,2312,1193,3425,1838,1076,2051,1026
LOC6583642,1422,830,5204,1375,2265,800,854,1496,810,637,1362,936,823,1086,554
LOC6583643,258,171,1432,660,1255,441,426,747,458,282,799,534,300,518,309
LOC6583644,493,329,2390,835,1556,532,469,937,558,464,745,505,677,844,444
LOC6583646,18,7,44,137,311,126,13,18,16,19,71,73,53,214,65
LOC6583650,18,19,51,1053,2034,795,763,1585,971,667,1543,1134,669,809,491
LOC6583651,268,167,1093,1826,3014,1066,1032,1376,962,858,1689,1385,1101,1775,862
LOC6583652,247,171,1266,1074,2040,772,666,1386,750,469,1116,955,369,767,371
LOC6583653,2619,1864,10753,5877,9036,2904,4258,7120,4013,2926,5467,3592,3079,3668,1928
LOC6583654,512,360,2246,518,764,272,430,745,461,167,514,352,196,328,189
LOC6583655,1087,977,5803,1247,2917,965,846,1874,1057,926,2030,1887,960,1724,814
LOC6583665,1261,1159,6713,816,1858,762,751,2056,1005,655,1629,1198,557,1356,587
LOC6583666,4,0,4,0,0,0,4,4,0,1,0,1,0,0,0
LOC6583667,603,358,2086,403,935,283,520,1038,639,446,1106,638,140,202,71
LOC6583668,145,87,676,94,188,39,55,155,40,30,89,40,44,67,57
LOC6583669,590,462,2500,811,1592,528,654,1444,811,731,1699,996,1105,1138,727
LOC6583670,1074,1034,5463,1340,3692,1396,1052,2718,1653,790,2463,1365,785,1280,740
LOC6583671,383,268,1359,437,977,351,385,787,434,304,719,388,196,260,125
LOC6583672,187,135,704,255,412,129,217,416,214,177,305,231,188,222,106
LOC6583674,346,289,1835,552,1078,407,321,716,387,338,571,480,245,330,159
LOC6583675,812,731,4093,1280,2592,981,1074,2323,1521,860,2573,1473,620,894,515
LOC6583676,1570,831,6220,1446,2900,1237,1788,3050,1928,1316,3200,1830,604,714,372
LOC6583677,478,415,2651,466,882,390,458,966,694,581,1428,727,128,141,99
LOC6583678,2,5,24,0,7,7,2,7,4,0,0,1,0,10,2
LOC6583679,2,0,26,1,6,7,3,0,7,4,20,19,0,10,2
LOC6583680,112,123,705,307,690,201,183,507,333,155,749,433,267,355,187
LOC6583681,1241,920,5438,1439,2948,1128,1199,2872,1528,1746,3907,2302,410,478,177
LOC6583682,1661,1066,6810,1430,2758,1014,1312,2571,1499,1386,3372,1958,286,385,184
LOC6583683,430,289,1761,388,651,267,381,621,481,349,787,447,126,119,105
LOC6583684,486,422,2279,617,1289,477,404,965,670,497,1076,726,327,361,151
LOC6583685,944,616,4282,2334,5807,2054,5165,11170,7311,2198,4000,4206,3714,5061,2546
LOC6583686,105,139,1139,58,302,63,144,680,286,152,444,417,214,317,181
LOC6583687,128,115,981,140,385,161,166,316,171,108,244,194,54,118,37
LOC6583688,795,812,5260,1712,4071,1212,1557,3591,2167,984,2050,1660,1127,1460,945
LOC6583690,299,222,1295,616,1181,343,337,558,427,345,624,387,338,482,237
LOC6583691,17,27,155,93,311,106,64,253,111,26,78,67,293,389,174
LOC6583695,12,13,91,8,30,6,7,13,9,10,8,11,7,5,8
LOC6583696,3539,3129,15995,3693,9497,3673,3976,8211,5282,3065,8718,4363,1946,2976,1499
LOC6583698,0,3,1,5,0,1,3,1,0,1,0,0,1,5,0
LOC6583699,149,121,540,433,1124,387,87,144,93,116,327,159,1104,1482,652
LOC6583704,2040,1399,8717,2154,4746,1840,2655,4264,2894,2167,5295,3242,1196,1776,909
LOC6583705,11616,9008,57688,24220,50448,16845,13414,32412,18994,11439,28489,16973,8450,10655,6419
LOC6583706,40,30,295,62,147,45,118,323,180,62,222,146,107,170,90
LOC6583707,412,354,1878,396,859,308,427,682,320,334,620,420,226,295,169
LOC6583709,3504,2947,18760,6727,18122,6414,4478,11240,6860,18167,50577,34668,7155,9456,5635
LOC6583710,309,179,1361,298,786,275,344,759,463,278,729,490,226,312,174
LOC6583711,183,184,889,254,590,256,103,358,155,154,390,196,196,249,138
LOC6583712,7,8,22,21,72,32,3,12,5,0,2,3,0,0,0
LOC6583713,299,304,1934,1674,4570,1497,500,1472,955,816,2387,1551,622,898,506
LOC6583714,53,43,183,145,304,105,83,111,92,83,136,140,260,328,154
LOC6583715,142,108,616,121,315,98,112,326,197,92,264,171,134,140,80
LOC6583716,5097,4002,24178,3288,7438,2601,4217,10360,6067,809,2393,1361,2209,3253,1881
LOC6583717,585,395,2446,448,927,344,435,1009,627,286,746,513,405,545,288
LOC6583718,199,214,1372,286,748,142,237,656,362,151,407,260,92,206,85
