,dari_head_rep1,dari_head_rep2,dari_head_rep3,dmoj01_head_rep1,dmoj01_head_rep2,dmoj01_head_rep3,dmoj20_head_rep1,dmoj20_head_rep2,dmoj20_head_rep3,dmoj22_head_rep1,dmoj22_head_rep2,dmoj22_head_rep3,dmoj26_head_rep1,dmoj26_head_rep2,dmoj26_head_rep3
LOC6582860,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LOC6582861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6582862,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LOC6582863,0,0,9,0,0,0,0,0,0,0,2,0,0,6,0
LOC6582865,304,275,1642,506,1249,316,217,547,319,231,431,411,169,354,194
LOC6582866,627,469,3486,955,1887,599,693,1136,784,632,1450,918,536,691,319
LOC6582867,25098,19019,123943,38427,82889,28266,22345,50972,30295,22577,53304,38860,21994,27208,15698
LOC6582868,20,12,129,27,101,29,20,74,49,18,41,22,22,64,11
LOC6582869,8,8,67,6,85,40,9,19,13,1,13,15,10,15,5
LOC6582870,835,520,3464,1036,1945,739,968,1872,1205,744,1835,1017,979,1253,630
LOC6582871,11,15,133,18,45,32,37,113,59,28,82,30,6,34,12
LOC6582872,3852,2992,19313,4591,10121,3529,3515,7977,4597,3222,7908,5167,2822,4021,2302
LOC6582873,449,301,1802,711,1443,520,455,861,495,365,550,545,444,628,324
LOC6582874,278,268,1352,300,587,252,173,481,283,160,428,312,138,321,147
LOC6582875,1204,677,4299,1595,2883,933,1018,1602,1058,783,1722,995,755,1029,550
LOC6582877,4991,3940,24392,8008,16459,5647,5325,12081,6911,4293,12645,7417,3602,5140,2721
LOC6582878,4,0,10,20,61,41,11,23,22,4,8,4,1,28,2
LOC6582879,3836,3386,17554,4719,9131,4334,6328,10565,7229,4447,10615,5653,7090,10775,5689
LOC6582880,519,403,2482,780,1598,490,532,1198,750,404,943,846,274,406,293
LOC6582881,201,153,1059,223,497,198,162,457,191,147,304,226,103,137,79
LOC6582882,982,781,5314,1195,3008,1098,1409,3610,1962,1088,3318,1898,776,1168,537
LOC6582883,9,6,34,27,43,35,28,72,55,11,64,11,25,25,17
LOC6582884,3,3,20,30,88,54,23,50,23,20,32,16,16,31,23
LOC6582885,62,55,298,197,380,124,60,179,98,11,33,22,15,20,0
LOC6582886,4230,2825,19408,3893,8909,2982,3670,8384,4420,3361,7762,5673,5591,7058,3895
LOC6582887,5075,3617,23514,4052,6226,2632,2694,4693,2866,2054,4636,2990,1761,2510,1348
LOC6582888,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
LOC6582891,316,260,1954,558,1058,376,283,679,412,269,538,425,286,401,173
LOC6582892,12,5,50,22,56,4,15,34,19,41,72,73,37,18,6
LOC6582893,112,96,692,204,518,168,250,738,372,210,512,354,180,223,126
LOC6582895,8,12,3,37,135,57,99,284,124,4,22,13,344,395,212
LOC6582897,2,0,0,29,65,21,28,79,39,3,9,13,6,5,7
LOC6582898,0,0,15,18,53,17,6,13,14,11,14,6,5,0,7
LOC6582900,0,0,0,21,2,3,6,5,3,0,0,1,0,0,1
LOC6582901,0,0,0,0,70,2,224,388,264,55,91,87,0,7,4
LOC6582903,702,777,5287,516,2205,272,15,61,12,356,966,686,0,3,1
LOC6582905,283,220,1215,1256,2127,887,652,1622,920,215,640,369,480,753,392
LOC6582906,58,83,351,197,402,161,27,92,44,110,312,225,82,156,106
LOC6582911,1196,904,4345,1490,2976,1086,1717,2296,1577,1658,3070,1817,1734,1855,906
LOC6582912,195,154,1188,293,888,300,203,507,293,186,519,329,159,220,129
LOC6582913,272,184,1471,192,428,131,166,407,190,82,325,231,149,192,86
LOC6582914,627,505,3029,622,1288,402,408,794,471,331,839,567,443,546,297
LOC6582915,313,186,1586,463,1040,280,270,646,331,200,419,279,287,374,252
LOC6582916,242,233,1267,332,875,384,181,492,276,142,518,289,306,357,208
LOC6582917,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0
LOC6582918,910,616,4551,1789,3629,1334,955,2659,1717,518,1305,798,91,135,70
LOC6582920,47,48,172,25,36,11,26,110,51,12,42,33,19,14,23
LOC6582921,2,0,0,0,0,4,4,0,4,0,0,0,0,0,0
LOC6582922,22,13,77,25,31,16,12,50,13,20,48,44,9,5,7
LOC6582923,1,0,4,4,2,2,11,12,10,0,18,4,0,0,0
LOC6582924,117,87,546,35,64,23,112,184,137,93,127,69,51,29,13
LOC6582925,298,209,1267,68,131,37,80,150,71,45,87,76,114,95,57
LOC6582926,65,67,471,63,225,67,65,130,66,5,0,1,35,0,0
LOC6582927,81,33,264,95,166,57,112,199,99,67,107,73,57,67,47
LOC6582930,198,172,1024,293,549,147,416,759,400,229,350,281,287,392,208
LOC6582931,164,154,705,216,531,166,245,552,322,132,278,208,138,301,140
LOC6582933,87,75,296,141,392,125,121,325,163,135,301,212,129,207,95
LOC6582934,378,270,1850,811,1835,664,337,849,550,104,339,114,257,438,237
LOC6582935,5847,4762,29218,15035,37573,12909,2636,7379,4259,7383,21038,14487,11523,19429,9875
LOC6582936,38,40,180,87,149,49,7,3,12,35,73,66,15,47,33
LOC6582937,114,108,597,170,282,99,146,346,197,130,355,193,110,152,70
LOC6582938,173,97,688,168,486,159,166,565,292,122,351,199,217,163,79
LOC6582939,2,5,25,2,18,5,5,5,15,2,9,3,0,0,0
LOC6582941,2,7,16,9,18,6,8,32,15,5,47,19,0,1,5
LOC6582942,1,3,14,2,0,2,0,0,4,5,14,10,0,0,0
LOC6582943,3,3,17,2,0,2,3,0,0,0,10,0,0,0,0
LOC6582946,817,776,4320,670,1734,618,757,1519,968,607,1513,1101,674,732,517
LOC6582947,176,171,831,131,549,149,137,236,239,134,445,259,115,175,74
LOC6582948,324,268,1548,261,704,334,228,497,322,152,524,360,241,335,188
LOC6582949,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0
LOC6582950,0,0,0,0,5,0,1,0,0,0,0,2,0,0,0
LOC6582951,770,478,3059,1160,2330,892,933,1992,954,593,1403,816,854,905,418
LOC6582954,468,264,1458,979,1873,525,864,1317,681,271,576,374,986,1167,415
LOC6582959,196,135,1028,155,304,129,168,535,254,148,391,235,102,193,88
LOC6582960,16,14,44,222,538,113,169,346,157,175,409,258,17,60,25
LOC6582961,1,3,10,5,0,0,0,9,12,5,2,2,5,8,8
LOC6582963,3348,2506,15197,4519,10631,3509,2997,6385,3494,2225,5848,3464,2933,4706,1998
LOC6582964,3,4,31,0,6,4,2,0,0,0,5,1,0,0,0
LOC6582965,382,257,1692,424,936,283,354,537,420,280,544,347,302,391,197
LOC6582966,5695,3946,26268,8860,16916,6043,5542,12387,6867,5581,13924,8752,5715,7025,4049
LOC6582967,384,272,1743,501,1117,323,368,825,437,322,832,432,239,419,164
LOC6582968,576,407,2960,924,1685,556,551,1312,750,514,1469,1009,508,661,352
LOC6582969,247,202,1473,224,571,223,178,389,247,172,545,348,163,262,120
LOC6582970,47,35,142,39,156,39,52,107,75,56,152,50,13,10,3
LOC6582972,64,37,301,60,106,49,48,61,48,17,75,45,70,79,49
LOC6582973,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
LOC6582975,123,124,766,312,982,303,122,362,176,160,462,245,187,252,123
LOC6582976,0,4,4,10,9,5,6,6,10,4,7,6,11,4,4
LOC6582977,7,13,16,57,40,21,2,0,3,18,25,16,33,14,24
LOC6582978,274,245,1775,291,1038,385,309,768,461,388,1058,685,202,283,134
LOC6582979,115,71,442,83,189,33,106,193,139,76,125,119,86,109,47
LOC6582980,87,119,592,190,317,128,88,156,101,86,212,118,98,124,78
LOC6582981,1287,1046,6379,1450,3022,1106,1069,2283,1436,963,2562,1721,1308,2082,1047
LOC6582982,1786,1295,7981,1915,3319,1286,1689,2947,1580,2096,5062,2877,899,1461,657
LOC6582983,2488,2236,13385,2879,7142,2198,2714,6058,3675,1824,5074,3334,1546,2605,1388
LOC6582984,26,24,84,8,20,8,42,28,27,5,12,8,5,39,10
LOC6582985,8,9,59,0,4,8,1,0,0,0,0,0,5,0,1
LOC6582986,700,506,3160,883,1662,639,652,1107,790,431,971,632,332,515,274
LOC6582987,0,5,0,1,10,1,1,0,0,3,0,2,0,0,0
LOC6582988,1556,984,6475,1289,2486,957,372,730,496,489,973,712,697,775,564
LOC6582989,75,66,345,174,351,108,21,30,43,14,51,37,8,0,0
LOC6582990,8,1,82,3,7,0,1,15,14,0,0,3,2,0,1
LOC6582991,3,0,15,8,47,2,5,34,13,5,22,32,8,11,11
LOC6582992,4,6,24,5,6,1,19,65,8,8,11,4,12,20,0
LOC6582994,222,195,1152,367,818,274,107,237,141,399,774,528,314,364,168
LOC6582995,50,45,146,54,148,32,49,131,65,50,71,48,40,54,27
LOC6582996,13,0,29,8,20,7,5,38,7,6,28,15,4,5,8
LOC6582997,204,173,816,398,770,222,206,496,324,233,655,416,185,280,129
LOC6582998,579,371,2200,944,1724,707,497,986,450,1447,3073,1816,217,191,103
LOC6582999,1143,898,5172,1471,2737,938,892,2126,999,976,2395,1423,618,782,430
LOC6583000,510,399,2676,710,1763,551,377,948,644,382,996,697,391,613,325
LOC6583001,16,17,104,18,29,27,22,86,28,15,22,8,38,59,28
LOC6583002,911,654,4343,1103,2221,782,1114,2618,1443,653,1610,1050,522,926,399
LOC6583003,329,167,1379,179,310,139,271,679,342,84,249,154,136,201,135
LOC6583004,9250,9228,58765,17628,43180,16262,10975,29886,18600,9509,22947,18804,9622,14073,8778
LOC6583005,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
LOC6583006,0,6,24,1,0,4,3,8,1,0,2,4,6,3,7
LOC6583007,1610,1089,7405,2425,4454,1568,1208,2569,1448,1364,3313,2413,964,1242,672
LOC6583008,264,286,1536,462,1252,445,308,785,394,191,542,428,270,412,199
LOC6583009,314,313,1795,488,1113,478,383,1056,632,239,480,402,266,622,272
LOC6583010,647,647,4120,999,2601,1000,607,1663,1234,372,1086,941,840,1629,817
LOC6583011,420,401,2729,169,506,183,31,50,12,50,180,124,71,181,71
LOC6583012,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LOC6583013,176,154,1046,152,338,106,148,406,177,50,158,69,161,259,128
LOC6583014,2,5,8,14,14,20,7,25,9,12,13,7,3,20,8
LOC6583016,20,8,50,5,23,4,18,26,18,15,40,15,21,28,17
LOC6583017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LOC6583018,0,3,12,0,0,0,0,0,4,0,0,0,0,0,0
LOC6583019,0,1,11,5,0,0,2,32,9,0,0,0,2,2,0
LOC6583020,77,125,504,328,914,321,816,2317,1283,46,227,128,386,559,362
LOC6583021,10,15,132,34,43,9,5,50,13,6,20,6,7,3,9
LOC6583022,6,2,7,13,14,1,6,9,0,4,0,2,16,7,4
LOC6583025,29,15,56,0,16,3,5,30,18,9,11,6,0,9,4
LOC6583026,4,6,30,5,18,5,1,0,8,0,4,1,2,6,0
LOC6583029,8,0,1,6,42,5,13,4,14,20,60,33,8,7,1
LOC6583030,990,1019,5334,1005,2398,768,1036,2502,1596,774,2139,1456,320,561,305
LOC6583031,2870,2585,15333,4579,9723,3158,3164,7401,3993,2809,6694,4062,2122,3423,1692
LOC6583032,954,713,5247,1356,3087,1046,976,2019,1146,822,1628,1097,1060,1447,739
LOC6583033,4818,4447,28109,5773,13273,4537,3243,7572,4640,4960,13539,8965,2137,4081,1824
LOC6583035,763,750,4061,806,1913,859,618,1228,690,527,1366,692,433,860,369
LOC6583037,220,131,991,357,691,183,187,307,214,171,354,285,248,229,149
LOC6583038,827,603,4815,1311,2806,982,1223,2448,1587,823,2072,1260,825,982,476
LOC6583039,1679,1206,8391,1617,3531,1351,1482,3266,1879,1291,3566,2262,954,1424,799
LOC6583040,711,434,2894,805,1415,468,580,1052,651,583,1213,864,575,544,316
LOC6583041,11477,9914,63315,22825,58981,19986,4492,11591,6422,9860,28724,17859,2792,3844,2312
LOC6583042,1,7,14,0,4,0,0,0,0,2,0,1,2,0,0
LOC6583043,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LOC6583044,0,0,2,0,0,0,0,8,0,0,0,0,1,0,0
LOC6583045,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
LOC6583046,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0
LOC6583047,4,7,19,12,47,15,9,32,17,6,8,8,1,8,15
LOC6583048,217,243,1264,324,986,377,226,551,353,313,733,521,182,282,176
LOC6583050,1166,875,5485,1846,4003,1321,1362,3040,1689,990,2876,1476,861,1223,603
LOC6583051,0,0,1,1,0,0,2,0,3,2,0,3,0,5,1
LOC6583052,5075,4495,28576,6618,15707,5384,3311,8204,4692,2899,7741,5380,3501,6530,3219
LOC6583053,585,428,2224,633,1734,529,509,1265,656,370,1024,669,397,739,299
LOC6583054,773,538,3452,1185,2380,901,798,1545,1084,674,1626,941,660,893,440
LOC6583055,365,332,2299,412,1189,437,325,861,532,150,580,566,249,582,265
LOC6583056,750,501,2762,1107,2003,560,683,1519,1049,611,1294,794,544,624,328
LOC6583057,1338,1189,7096,2394,4324,1566,1434,3674,2034,1609,4459,2507,1267,1513,882
LOC6583058,138,118,748,143,293,131,80,276,116,101,209,187,60,131,69
LOC6583060,398,286,1882,555,1257,417,500,1234,609,242,800,418,338,472,272
LOC6583061,1310,898,5533,1078,2089,881,999,1933,1197,1256,2987,1606,509,573,332
LOC6583062,3215,2099,14317,4035,9532,3634,4310,9515,5715,2423,6803,4034,2901,3506,1913
LOC6583063,1455,1265,7441,2092,5232,1642,1465,3568,2116,1423,3854,2488,976,1562,829
LOC6583064,1508,1073,6787,2099,3376,1238,1524,2482,1421,1530,2872,1741,1126,1295,798
LOC6583065,1028,906,5982,1377,2972,1136,332,922,484,773,2740,1540,393,575,257
LOC6583066,750,480,2942,690,1184,545,817,1533,860,600,1420,743,759,648,456
LOC6583067,292,407,2455,453,1267,491,363,1041,589,345,1043,640,262,514,262
LOC6583068,1013,640,4378,1368,2069,839,950,1745,988,1025,2030,1224,686,985,548
LOC6583069,839,526,3604,995,2004,680,912,1672,1019,735,1834,1048,716,1028,535
LOC6583070,338,273,2063,383,1182,416,309,895,400,274,744,533,214,440,203
LOC6583071,699,492,3434,1057,2163,695,682,1452,768,637,1486,795,805,796,411
LOC6583072,311,276,1294,324,826,259,117,195,145,245,572,386,122,299,119
LOC6583073,1460,1120,7275,1854,3610,1345,1282,2748,1763,1214,3043,1809,804,1318,691
LOC6583074,231,103,570,288,448,174,169,373,191,117,205,164,208,279,156
LOC6583075,160,114,697,187,426,112,206,415,196,89,229,198,146,220,99
LOC6583076,558,404,2194,921,1485,536,544,915,614,386,864,565,447,611,340
LOC6583077,49,43,287,26,74,38,38,62,50,22,52,31,28,62,35
LOC6583078,67,115,566,99,285,45,89,221,131,105,226,112,50,104,40
LOC6583080,5454,4530,26627,4827,9412,2960,3511,7399,4403,5073,13520,7077,1867,2104,1130
LOC6583082,2481,1863,10080,3014,6497,2373,2157,3861,2605,2065,4804,3062,1609,2139,1091
LOC6583084,149,95,675,234,503,124,182,302,187,110,272,183,134,146,85
LOC6583085,13,16,38,0,0,0,0,0,0,1,0,2,0,0,0
LOC6583087,444,353,2443,434,854,359,405,693,443,295,774,475,318,324,184
LOC6583088,131,121,895,188,661,180,258,645,487,148,339,316,229,223,131
LOC6583089,5,0,0,5,0,12,5,0,8,0,9,2,0,6,1
LOC6583090,14,13,120,17,35,14,2,3,10,12,19,11,54,36,38
LOC6583091,201,229,1241,182,463,150,219,642,333,87,324,193,85,134,69
LOC6583092,2042,1513,9143,2521,5416,1764,1728,3262,1969,1552,3839,2167,1314,1866,986
LOC6583093,301,232,1531,493,994,336,514,989,686,299,560,366,318,343,229
LOC6583094,303,240,1368,434,785,290,312,730,380,192,557,371,240,386,187
LOC6583095,2696,1818,10721,2414,4310,1786,2174,3728,2429,1594,3513,2189,764,1113,585
LOC6583096,2134,1820,10972,3648,9104,3448,2862,7491,3865,4337,12306,8069,1653,2175,1231
LOC6583098,492,455,2641,554,1140,423,1845,3957,2450,629,1613,980,66,115,36
LOC6583099,736,588,3590,1071,2124,811,965,2553,1304,463,1117,738,1140,1411,792
LOC6583100,14,5,43,7,4,9,15,26,13,5,25,9,28,20,23
LOC6583101,218,155,979,283,720,204,133,347,199,124,300,194,161,254,119
LOC6583102,421,441,2814,607,1842,670,464,1136,774,457,1137,753,423,798,417
LOC6583103,4929,4261,25804,6587,16620,6257,4644,12458,7244,4814,11705,9783,5342,8714,4696
LOC6583104,867,734,4300,1143,2583,902,628,1485,827,981,2629,1712,626,862,451
LOC6583105,3533,2685,13613,4413,9297,3004,3888,6477,3448,2355,4666,2923,5198,7714,2976
LOC6583106,351,286,1882,735,1632,503,466,1074,682,376,955,771,325,450,245
LOC6583107,474,399,2749,620,1558,474,543,1422,743,365,1023,679,357,533,356
LOC6583108,3516,3064,18357,3772,9016,2862,3449,8367,5088,2660,7613,4113,2059,3165,1628
LOC6583109,10,12,56,18,36,8,12,52,5,16,12,17,36,17,8
LOC6583110,1900,1270,8582,1905,3955,1738,1596,3207,1779,1058,2401,1390,1302,1545,938
LOC6583111,253,181,1228,285,706,262,265,616,343,224,549,408,131,245,126
LOC6583112,339,257,1587,563,1137,321,428,965,517,275,791,501,303,318,233
LOC6583113,496,363,2555,609,1275,516,323,773,436,297,862,530,226,413,251
LOC6583114,368,308,1840,660,1259,504,539,1273,608,403,1299,754,400,662,281
LOC6583115,1211,901,5701,870,1644,719,1120,2269,1328,626,1835,1025,365,602,395
LOC6583116,339,302,1829,809,1703,637,475,1145,627,397,1270,650,330,518,235
LOC6583117,158,137,782,255,598,205,246,613,393,193,518,461,223,414,159
LOC6583118,317,289,1960,456,1349,430,317,1077,704,284,799,661,369,526,267
LOC6583119,899,644,4004,1052,2377,775,824,2078,1069,614,1736,1047,665,1027,531
LOC6583120,597,466,3069,1167,2307,764,764,1541,834,718,1632,1034,358,409,243
LOC6583121,28,8,98,9,70,17,19,43,40,0,8,2,27,27,8
LOC6583122,17,26,66,119,268,106,24,23,42,21,27,25,49,28,16
LOC6583123,2107,1869,9127,1607,3293,1646,2216,4023,2699,1574,4074,2220,1862,2679,1500
LOC6583125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6583126,0,0,0,5,0,0,4,0,1,0,2,0,0,0,0
LOC6583127,0,4,15,0,0,0,8,17,8,0,0,0,0,4,0
LOC6583128,0,1,14,0,0,0,1,0,9,1,0,0,0,0,1
LOC6583130,9,5,33,0,0,0,1,0,2,0,0,1,0,1,0
LOC6583131,15,1,24,0,0,0,9,40,12,0,0,0,2,22,17
LOC6583132,2,3,15,0,0,0,1,0,3,0,1,0,0,4,0
LOC6583134,0,0,0,0,0,1,0,1,0,2,4,1,0,0,0
LOC6583135,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0
LOC6583136,8,18,96,59,68,13,6,0,5,10,11,21,11,14,12
LOC6583138,3,4,39,20,22,7,12,18,10,0,7,5,0,4,3
LOC6583139,680,550,3658,1223,2551,792,1185,2489,1415,1227,2959,2160,1209,1375,733
LOC6583140,10,8,30,60,150,36,14,30,9,42,67,41,3,36,18
LOC6583141,232,147,790,434,619,235,342,527,298,204,321,274,498,322,203
LOC6583143,15,25,135,47,147,44,16,70,21,29,61,60,37,31,29
LOC6583145,756,508,2972,791,1191,388,439,871,430,579,1293,681,424,542,264
LOC6583147,2625,1907,11479,2889,5756,2610,2472,4762,3073,2687,6135,3427,1053,1512,768
LOC6583148,5,8,47,7,16,16,32,93,52,1,6,9,15,33,17
LOC6583149,1478,992,6988,1659,4039,1482,1941,3385,2232,1450,3391,1998,1304,1480,764
LOC6583150,451,353,2271,1005,2253,768,178,429,268,306,819,550,240,412,200
LOC6583151,246,201,1110,373,692,261,92,289,146,277,706,574,72,125,102
LOC6583154,461,367,2072,905,1691,744,510,1284,781,468,947,826,621,997,450
LOC6583155,6370,9096,51751,12334,34855,14770,8464,27995,15326,5605,17138,12446,10410,16523,9510
LOC6583156,180,130,1104,14,26,22,11,32,30,3,9,9,37,30,23
LOC6583158,143,74,703,150,206,121,140,358,108,105,213,132,104,118,59
LOC6583159,73,58,453,80,180,57,64,210,71,46,110,86,138,169,96
LOC6583160,1265,809,5852,1909,3047,1042,1403,2464,1333,1058,2432,1398,1230,1461,844
LOC6583162,117,78,627,115,137,35,45,147,83,100,169,113,48,43,21
LOC6583163,80,79,652,86,241,101,113,192,130,82,237,129,65,127,44
LOC6583164,2613,2048,12764,2905,5596,2090,1880,3984,2179,1811,4907,3551,1544,2086,1132
LOC6583165,583,641,4122,602,1799,630,379,1103,675,367,1156,719,512,855,464
LOC6583166,0,0,0,0,6,0,1,0,2,0,2,1,0,0,1
LOC6583167,9,4,57,12,0,0,0,16,6,0,15,4,1,0,6
LOC6583168,420,346,2423,524,1242,448,271,765,329,163,473,279,298,389,234
LOC6583169,228,132,926,294,631,224,178,398,175,155,326,249,168,205,100
LOC6583170,1005,802,4303,1369,3056,999,1230,2412,1395,832,2167,1267,1068,1492,700
LOC6583174,165,95,813,269,644,184,180,381,239,113,363,217,126,201,126
LOC6583175,469,511,3039,682,1861,642,583,1635,970,501,1899,1162,254,433,234
LOC6583176,75,83,628,224,614,216,173,413,231,88,436,276,122,169,113
LOC6583177,321,236,1267,860,1511,492,569,1115,618,322,922,525,613,893,451
LOC6583178,37,38,140,79,150,61,30,58,43,40,43,43,59,51,32
LOC6583179,702,466,3476,649,1572,516,491,1065,616,457,1097,651,360,430,316
LOC6583180,1514,1280,7455,1615,3579,1304,1135,2679,1518,915,2431,1390,736,1415,664
LOC6583181,1141,1032,6071,1440,3484,1321,1260,3196,1944,808,2306,1440,1090,1580,969
LOC6583182,193,185,1007,240,560,216,178,369,252,154,392,261,138,238,150
LOC6583183,65,55,450,104,240,121,73,240,91,103,248,140,45,101,61
LOC6583184,0,1,7,0,0,0,0,0,0,3,0,1,0,0,0
LOC6583185,7,5,27,0,9,7,0,0,0,0,0,0,3,0,0
LOC6583187,8,8,81,9,22,17,5,24,1,5,21,9,2,4,4
LOC6583188,43,35,287,77,206,92,44,140,95,32,118,99,128,219,111
LOC6583189,1149,872,5513,820,1687,756,1057,2149,1421,842,2608,1269,334,592,323
LOC6583190,9,1,53,3,8,1,14,38,29,4,13,6,0,12,3
LOC6583193,0,0,43,0,3,0,2,0,0,0,0,0,0,0,2
LOC6583194,946,755,4873,1394,2810,1062,916,2253,1335,882,2467,1410,590,856,492
LOC6583195,97,95,453,335,750,266,135,516,182,143,428,244,113,105,57
LOC6583196,11,4,34,34,45,18,30,55,22,17,52,50,34,31,27
LOC6583197,193,99,550,323,354,144,193,242,152,103,242,163,120,168,102
LOC6583198,922,643,3695,1155,2819,846,1172,2628,1571,758,1734,1031,686,824,526
LOC6583199,785,688,4118,796,1892,627,613,1676,884,1324,3078,2038,1245,1393,953
LOC6583202,36,25,161,95,200,71,87,211,132,47,108,66,28,28,14
LOC6583203,131,62,390,177,305,114,152,314,159,102,264,119,53,109,33
LOC6583204,1237,999,6501,1897,4560,1813,1454,3735,2162,1113,3006,1761,1439,1755,852
LOC6583205,1527,913,5887,2100,3899,1477,1871,3239,1904,1041,2299,1462,1293,1667,800
LOC6583206,34,13,73,4,15,5,11,33,11,4,21,13,16,11,12
LOC6583207,0,2,0,15,53,5,30,84,56,15,18,34,11,6,0
LOC6583208,1123,799,4723,995,1992,697,990,2214,1426,811,1850,1056,368,356,260
LOC6583209,115,72,610,204,429,152,124,292,188,130,336,232,65,148,70
LOC6583210,39,25,65,23,83,4,9,20,21,21,41,22,12,34,33
LOC6583212,1385,955,6299,1299,2641,948,1161,2591,1486,997,1906,1387,905,1351,660
LOC6583213,5,3,35,9,25,16,12,17,6,21,45,25,0,9,0
LOC6583214,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
LOC6583215,16,10,178,17,24,6,4,66,27,4,8,3,27,8,11
LOC6583216,1,4,3,8,8,0,2,14,14,0,2,2,0,0,0
LOC6583217,228,167,1203,729,1579,578,1088,3022,1690,294,632,451,539,892,494
LOC6583218,0,0,0,3,0,3,0,0,4,0,1,0,5,6,3
LOC6583219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LOC6583220,0,0,0,3,0,1,0,0,0,0,0,0,7,0,0
LOC6583221,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0
LOC6583222,167,138,715,172,463,265,106,383,162,82,250,162,104,169,103
LOC6583223,345,297,1731,480,1209,449,374,908,537,301,887,613,253,385,243
LOC6583224,29,22,49,19,6,15,31,6,34,28,23,15,2,31,11
LOC6583225,334,283,1859,529,1302,462,344,886,502,505,1282,740,225,363,208
LOC6583226,1024,805,4644,1193,2687,915,919,1944,1170,712,2237,1501,759,899,501
LOC6583227,0,0,0,0,0,3,0,6,0,2,3,0,0,0,0
LOC6583229,478,327,1869,54,69,34,8,0,0,1,4,7,29,23,4
LOC6583231,979,1025,6312,1163,3002,946,787,2355,1147,880,2411,1546,799,1647,731
LOC6583232,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0
LOC6583233,0,0,0,0,0,4,3,0,0,2,3,5,0,3,0
LOC6583234,0,1,0,0,0,0,0,0,4,4,2,0,1,0,0
LOC6583235,3,9,12,11,14,17,26,48,37,28,65,25,31,17,18
LOC6583236,1429,999,7380,1015,2503,777,331,810,603,913,2974,2106,915,1542,896
LOC6583237,470,479,2892,909,2173,613,586,1334,871,583,1309,970,535,794,481
LOC6583238,192,98,598,467,1016,372,371,756,524,226,500,270,510,571,351
LOC6583239,2485,2008,13231,2537,6313,2069,1132,3102,1766,3321,8496,5518,2337,3053,1807
LOC6583240,93,69,431,559,1072,320,492,954,625,343,636,456,419,405,218
LOC6583242,139,101,819,165,297,124,319,469,275,177,359,239,48,37,22
LOC6583243,990,745,4583,1629,3687,1207,732,1517,861,1258,3272,2062,446,663,301
LOC6583244,22,8,147,23,95,26,45,86,73,25,79,40,55,23,28
LOC6583245,129,166,743,102,227,83,177,307,227,90,356,172,62,45,30
LOC6583246,1,1,10,0,5,0,0,0,0,0,0,0,0,4,0
LOC6583247,160,183,1081,206,495,165,114,283,145,91,224,138,83,97,58
LOC6583248,311,280,1400,281,596,216,295,581,291,216,514,338,200,318,147
LOC6583249,2016,1349,9698,2961,5924,2120,1859,3938,2306,1528,3803,2325,1620,1973,1087
LOC6583250,717,544,3505,1329,3227,1170,1106,2392,1458,1375,3684,2281,894,982,575
LOC6583251,245,164,1108,429,626,272,252,392,270,207,447,203,228,264,169
LOC6583252,183,124,636,213,263,116,185,264,145,134,199,155,125,160,81
LOC6583253,719,559,3782,1147,2228,960,1005,2181,1326,737,2186,1302,732,887,364
LOC6583254,336,245,1909,573,1532,580,354,766,486,343,1111,631,266,332,223
LOC6583255,12,18,28,86,275,104,39,119,72,99,218,111,93,96,94
LOC6583256,18,10,108,48,127,37,0,3,0,3,3,9,0,0,0
LOC6583257,24,24,64,26,92,39,7,133,37,32,93,74,21,18,22
LOC6583258,48,15,185,141,157,49,76,109,65,47,41,47,74,40,39
LOC6583259,403,215,1161,342,779,241,485,892,520,238,419,278,380,348,238
LOC6583260,387,245,1299,435,867,329,546,903,564,270,715,413,322,488,275
LOC6583261,7,15,34,10,26,12,6,25,9,5,51,3,1,2,8
LOC6583262,4499,3381,21176,7527,17519,5721,3165,7323,3707,3432,10537,6289,1965,3270,1711
LOC6583264,1569,980,6237,1881,3164,1338,1704,3220,1972,1258,2947,1547,1247,1291,688
LOC6583265,3275,1818,11804,3909,6944,2229,2595,4969,2785,1993,4236,3177,2258,2874,1650
LOC6583266,173,141,1031,269,641,222,138,283,207,94,320,213,161,277,145
LOC6583267,244,166,956,351,659,219,214,373,253,155,448,228,208,257,170
LOC6583268,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
