,dbuz_larv_rep1,dbuz_larv_rep2,dbuz_larv_rep3,dkoep_larv_rep1,dkoep_larv_rep2,dkoep_larv_rep3
LOC6584109,886,743,786,2877,3963,1871
LOC6584111,6,3,9,12,28,7
LOC6584112,677,468,649,1450,1362,647
LOC6584113,503,402,460,359,461,190
LOC6584114,338,362,320,751,1126,370
LOC6584117,323,320,312,1050,1130,458
LOC6584119,211,153,219,124,227,75
LOC6584120,104,84,126,165,167,29
LOC6584124,0,0,0,0,0,0
LOC6584126,514,349,414,181,214,96
LOC6584128,0,1,0,10,5,2
LOC6584130,2,0,0,3,0,0
LOC6584134,491,358,448,512,675,283
LOC6584136,323,239,275,167,291,115
LOC6584140,2958,2306,3143,386,705,293
LOC6584141,20394,15657,19465,4983,8245,2851
LOC6584142,389,351,342,914,1258,535
LOC6584153,286,195,224,273,351,163
LOC6584154,5601,4621,4746,9221,12927,5693
LOC6584155,533,428,397,2068,2184,727
LOC6584159,89,64,65,194,254,110
LOC6584162,96,71,84,182,217,111
LOC6584163,301,236,267,405,571,247
LOC6584164,399,328,386,764,1193,495
LOC6584165,512,365,518,480,705,284
LOC6584167,175,142,182,350,378,209
LOC6584177,56,41,58,63,97,26
LOC6584181,1009,746,1024,1551,2231,904
LOC6584182,188,174,186,286,348,148
LOC6584183,705,544,680,327,515,227
LOC6584188,215,140,239,273,288,118
LOC6584191,11,15,16,25,25,14
LOC6584198,0,0,1,44,28,18
LOC6584202,2290,1898,2061,3048,4628,2107
LOC6584203,5415,4067,5039,12585,15394,4952
LOC6584204,2881,2554,2645,4808,7365,2648
LOC6584205,1092,1016,1131,2335,3544,1848
LOC6584206,172,135,146,617,847,341
LOC6584215,963,725,904,1357,2202,962
LOC6584218,773,547,629,1044,1749,673
LOC6584219,114,88,100,63,95,32
LOC6584220,39,22,27,62,123,66
LOC6584221,3094,2644,2917,7849,11001,5301
LOC6584222,364,294,378,419,705,292
LOC6584223,20,29,27,60,72,13
LOC6584224,40,30,29,148,224,76
LOC6584225,736,426,620,94,158,50
LOC6584228,74,54,58,57,44,31
LOC6584232,129,64,91,39,43,20
LOC6584233,294,185,237,210,338,167
LOC6584234,224,189,237,386,560,233
LOC6584235,38,31,32,53,72,42
LOC6584236,168,143,157,219,406,156
LOC6584237,1554,1400,1342,3204,4717,2071
LOC6584238,1657,1338,1804,459,710,259
LOC6584239,15,15,12,233,202,53
LOC6584242,2655,1839,2681,4333,5590,1528
LOC6584244,446,304,439,252,451,139
LOC6584245,794,705,773,1446,2191,1025
LOC6584251,28,24,41,0,0,2
LOC6584252,180,145,177,220,323,170
LOC6584254,837,534,704,497,663,189
LOC6584255,268,153,162,81,126,40
LOC6584257,9,3,2,4,1,1
LOC6584258,0,0,1,0,0,0
LOC6584259,1,2,1,26,44,11
LOC6584260,3,5,7,26,44,16
LOC6584261,6,4,8,2,6,0
LOC6584262,14,11,17,11,19,2
LOC6584263,394,332,385,522,792,366
LOC6584264,1440,1169,1494,2464,3846,1729
LOC6584265,205,178,214,281,501,218
LOC6584266,3449,2588,3564,1475,2648,966
LOC6584267,597,508,506,1294,1927,904
LOC6584268,47,31,30,34,31,12
LOC6584270,36,26,26,27,54,21
LOC6584271,765,639,792,808,1362,546
LOC6584272,191,117,158,55,86,36
LOC6584275,951,758,870,905,1516,782
LOC6584277,185,122,173,227,348,158
LOC6584278,513,368,449,1047,1297,444
LOC6584280,1777,1335,1714,1145,1902,746
LOC6584289,32,16,18,91,117,40
LOC6584291,283,218,205,697,1092,484
LOC6584298,33,41,33,118,221,74
LOC6584303,5,2,2,1,0,3
LOC6584304,0,0,0,0,0,0
LOC6584306,93,128,82,389,532,201
LOC6584307,80,48,72,281,375,141
LOC6584312,35,36,45,159,215,95
LOC6584315,389,339,341,915,1249,500
LOC6584316,101,79,112,303,449,165
LOC6584317,310,247,311,383,423,152
LOC6584318,982,802,1030,1234,1962,853
LOC6584319,219,115,164,697,608,123
LOC6584321,52,50,32,64,99,35
LOC6584323,125,97,90,678,1047,442
LOC6584324,35,20,30,37,75,25
LOC6584325,14,16,15,0,1,0
LOC6584326,47,60,51,143,249,105
LOC6584330,9,11,9,5,11,7
LOC6584331,861,704,800,685,1011,395
LOC6584332,896,691,878,1164,1749,805
LOC6584333,575,501,574,1085,1534,701
LOC6584341,91,83,86,7,20,9
LOC6584345,200,134,164,65,121,43
LOC6584349,25,9,22,12,16,10
LOC6584360,229,191,177,298,393,142
LOC6584364,102,101,73,365,427,186
LOC6584366,502,522,459,748,1040,445
LOC6584367,18,21,29,73,123,41
LOC6584376,196,179,176,125,198,77
LOC6584377,1677,1354,1610,1527,2272,1101
LOC6584378,2487,2225,2204,4443,6492,3876
LOC6584379,261,256,184,533,773,391
LOC6584381,407,369,391,777,1152,418
LOC6584387,10,3,6,8,5,3
LOC6584388,374,267,330,291,441,210
LOC6584390,3,3,2,3,6,3
LOC6584392,347,371,300,1491,2177,1148
LOC6584393,223,190,213,418,386,144
LOC6584400,452,356,424,494,852,322
LOC6584401,120,87,138,270,394,195
LOC6584402,1036,871,988,1130,1637,469
LOC6584403,950,796,804,2169,3237,1409
LOC6584404,446,377,361,1039,1537,672
LOC6584406,606,500,577,1363,2042,955
LOC6584407,859,690,898,1427,2399,1317
LOC6584408,247,214,230,411,607,265
LOC6584411,1026,958,953,1743,2517,1135
LOC6584414,2588,2082,2266,1541,2170,870
LOC6584415,766,680,642,1299,2106,892
LOC6584416,205,147,163,46,60,26
LOC6584419,727,665,707,1343,2207,898
LOC6584420,801,591,749,978,1116,364
LOC6584421,765,579,733,1116,1823,786
LOC6584422,592,578,547,597,965,475
LOC6584423,4286,2626,3751,7626,10067,2851
LOC6584424,147,138,136,103,141,46
LOC6584426,277,232,303,215,280,131
LOC6584428,0,0,0,10,13,2
LOC6584432,64,57,63,308,334,131
LOC6584436,951,808,873,1663,2221,1075
LOC6584437,228,198,212,95,131,40
LOC6584438,417,321,393,158,249,116
LOC6584439,30,29,39,70,128,60
LOC6584440,1475,1235,1416,1641,2819,1201
LOC6584441,303,189,252,308,638,241
LOC6584442,8326,6757,7092,16665,22844,9613
LOC6584444,191,181,222,320,534,217
LOC6584445,956,703,928,2321,3450,1645
LOC6584447,1110,907,1114,1711,2730,1172
LOC6584448,3825,3074,3742,3846,6377,2793
LOC6584451,312,232,284,460,637,305
LOC6584452,771,555,647,615,911,421
LOC6584453,604,548,547,1148,1892,809
LOC6584454,2,3,0,5,2,4
LOC6584456,26,18,24,3,2,1
LOC6584457,863,735,828,2508,3790,1938
LOC6584458,159,150,144,346,399,183
LOC6584459,696,623,626,1813,2788,1086
LOC6584460,5862,4553,5693,615,1106,380
LOC6584462,1600,1224,1481,166,276,135
LOC6584463,87,53,64,246,453,125
LOC6584465,295,309,296,562,798,411
LOC6584466,479,418,546,365,376,90
LOC6584467,234,180,209,505,672,261
LOC6584468,67,76,60,270,313,88
LOC6584469,300,209,265,1240,1437,506
LOC6584470,163,101,146,317,437,205
LOC6584471,5,0,9,0,1,0
LOC6584472,3,4,2,0,0,0
LOC6584477,35,25,18,193,252,122
LOC6584481,1263,1113,1125,2334,3382,1700
LOC6584482,7,7,6,10,13,6
LOC6584483,179,117,150,351,625,222
LOC6584485,672,586,647,1449,2096,925
LOC6584486,3196,2407,2963,6118,9760,4401
LOC6584487,369,323,350,508,806,393
LOC6584490,33,37,35,90,155,73
LOC6584491,204,149,197,471,621,240
LOC6584492,765,540,696,891,1554,490
LOC6584493,3272,2333,3009,6656,7996,2502
LOC6584494,37,34,30,46,59,21
LOC6584495,3,1,6,6,8,2
LOC6584496,2,0,0,1,0,0
LOC6584497,0,0,0,3,0,0
LOC6584498,0,0,6,0,0,0
LOC6584499,186,196,226,119,207,93
LOC6584501,1411,1262,1353,2558,3834,1703
LOC6584502,236,160,210,327,547,198
LOC6584503,459,370,368,791,1137,515
LOC6584504,57623,47851,48582,39690,65239,27193
LOC6584505,315,316,296,294,478,220
LOC6584508,12,15,10,267,419,165
LOC6584511,467,379,431,695,1086,458
LOC6584512,96,57,55,197,189,60
LOC6584521,51,24,36,84,101,45
LOC6584522,237,194,132,875,933,368
LOC6584525,400,286,363,136,217,76
LOC6584527,13,19,17,52,92,45
LOC6584529,2,1,1,1,1,0
LOC6584531,322,262,328,808,1127,351
LOC6584534,0,0,0,1,3,1
LOC6584540,594,489,475,1552,2056,858
LOC6584541,195,199,186,604,841,342
LOC6584542,3487,3085,2975,5102,8191,3538
LOC6584543,512,367,469,496,745,340
LOC6584545,1027,701,870,1643,2742,1051
LOC6584546,219,189,215,397,681,247
LOC6584548,455,356,365,830,1105,500
LOC6584550,400,375,312,881,1298,609
LOC6584551,441,359,463,1036,1577,728
LOC6584552,332,296,282,821,953,350
LOC6584554,1047,863,842,1996,2842,1306
LOC6584555,7556,7020,6723,17908,29040,12274
LOC6584557,838,845,714,2391,3375,1577
LOC6584558,416,294,385,339,596,233
LOC6584559,20098,15392,20113,12517,22991,5916
LOC6584564,171,157,131,799,1039,501
LOC6584565,425,222,364,2180,1767,420
LOC6584569,18,31,27,100,126,61
LOC6584576,4,1,2,24,35,13
LOC6584578,1124,759,1113,896,1126,419
LOC6584579,708,567,669,1058,1546,744
LOC6584581,434,379,526,672,1034,539
LOC6584582,254,208,262,397,644,222
LOC6584583,1092,1051,833,2460,3510,1539
LOC6584584,947,667,835,982,1587,589
LOC6584585,819,679,776,1673,2460,1024
LOC6584587,41835,31460,41673,36584,56666,15176
LOC6584589,3,3,2,2,17,2
LOC6584592,5,5,8,6,14,5
LOC6584594,5,5,8,12,29,8
LOC6584596,7,0,3,11,34,14
LOC6584597,298,260,253,317,429,165
LOC6584598,1003,839,841,2220,3274,1422
LOC6584599,241,148,222,411,647,317
LOC6584600,805,579,894,538,943,330
LOC6584602,1215,944,1214,1415,2377,983
LOC6584604,332,238,305,112,204,64
LOC6584605,72,68,62,58,103,57
LOC6584607,511,591,497,2547,3525,1640
LOC6584613,1007,912,819,2003,3050,1378
LOC6584615,3,10,3,16,34,7
LOC6584616,1383,1350,1323,5067,6864,2781
LOC6584623,178,131,136,381,402,142
LOC6584626,795,730,761,1339,1881,991
LOC6584633,552,511,461,1449,1940,800
LOC6584639,208,157,156,511,732,347
LOC6584640,386,343,327,1129,1576,698
LOC6584641,2378,2209,2151,6048,9506,4278
LOC6584642,313,198,301,560,733,291
LOC6584644,3989,3211,3600,8375,12750,4913
LOC6584645,5021,3742,5224,12594,19350,8427
LOC6584647,280,313,290,832,1276,558
LOC6584650,6,1,0,3,4,0
LOC6584652,332,290,268,264,480,188
LOC6584653,1124,971,1144,1947,3086,1192
LOC6584655,1059,939,894,2065,3233,1355
LOC6584656,15,18,19,26,35,10
LOC6584660,425,410,397,1412,1786,656
LOC6584661,1444,1248,1229,5322,7573,3658
LOC6584666,534,422,534,1774,2029,802
LOC6584667,458,377,485,576,791,317
LOC6584668,2065,1725,1924,1896,2689,1243
LOC6584669,948,744,834,1494,2310,1081
LOC6584670,537,495,548,1142,1898,792
LOC6584673,1032,951,894,1781,2523,1182
LOC6584674,110,82,117,55,65,51
LOC6584676,1941,1375,1784,3220,4872,1873
LOC6584677,631,489,602,763,1420,429
LOC6584678,158,169,163,161,199,98
LOC6584685,635,574,566,1539,2179,731
LOC6584686,147,165,148,604,725,331
LOC6584687,424,317,462,1164,1208,388
LOC6584690,9,6,3,25,31,18
LOC6584693,491,377,447,684,1072,501
LOC6584694,271,235,239,176,292,147
LOC6584696,35,18,20,91,102,38
LOC6584697,831,594,759,573,859,294
LOC6584699,1363,984,1282,2510,3627,1567
LOC6584700,448,350,418,735,979,421
LOC6584701,1274,1012,1317,522,845,383
LOC6584702,481,431,393,254,366,129
LOC6584703,198,204,228,515,607,317
LOC6584705,431,346,373,443,711,308
LOC6584708,109,68,93,342,484,211
LOC6584709,1425,1191,1219,2798,4350,1720
LOC6584710,1881,1540,1814,3580,5380,2039
LOC6584711,5687,4609,5322,6148,9772,3950
LOC6584713,588,448,576,794,1260,470
LOC6584714,7392,4878,7002,6508,7300,2239
LOC6584715,1326,967,1398,318,417,147
LOC6584716,3048,2180,2763,1492,1766,617
LOC6584717,3069,2052,3049,2081,2349,833
LOC6584718,1577,1076,1544,439,700,174
LOC6584719,0,1,0,1,1,0
LOC6584720,300,236,328,492,683,298
LOC6584722,3759,2781,3756,5709,8595,4289
LOC6584723,2403,2114,2187,5154,7256,3227
LOC6584725,907,772,906,837,1418,522
LOC6584726,758,682,709,1829,2756,1139
LOC6584727,1450,1241,1353,1667,2786,1094
LOC6584728,253,202,230,338,417,212
LOC6584731,1272,1244,1161,2995,4656,1825
LOC6584732,2170,1811,2122,4396,6825,3499
LOC6584733,17425,14224,15272,34932,55401,22457
LOC6584734,610,536,486,1096,1557,726
LOC6584735,263,205,259,331,549,228
LOC6584737,233,195,264,157,264,103
LOC6584739,8125,7729,7208,9950,15310,6133
LOC6584741,468,419,405,1044,1162,421
LOC6584742,189,172,189,552,690,299
LOC6584743,32384,26994,32364,19800,30207,13282
LOC6584745,131,119,156,254,256,137
LOC6584747,5265,4120,4904,6488,9987,3863
LOC6584748,1644,1298,1504,2347,2562,786
LOC6584753,717,676,707,2786,4390,2136
LOC6584754,219,179,230,362,537,222
LOC6584755,451,469,410,1489,2074,910
LOC6584756,21,23,14,52,63,24
LOC6584757,14,15,15,72,42,12
LOC6584758,4614,3780,4477,6520,11269,4427
LOC6584759,816,542,760,573,881,284
LOC6584760,475,347,445,1263,2132,864
LOC6584761,141,103,152,270,427,178
LOC6584762,411,318,441,544,806,428
LOC6584766,593,477,603,651,1067,487
LOC6584768,1534,1211,1551,2138,3571,1295
LOC6584770,106,122,88,691,614,282
LOC6584771,6,10,4,11,23,6
LOC6584774,273,228,328,461,654,233
LOC6584776,168,106,121,317,418,156
LOC6584778,1,2,2,4,5,3
LOC6584780,47,51,59,259,277,107
LOC6584782,743,748,650,1206,1516,565
LOC6584783,400,328,407,559,761,259
LOC6584784,856,703,712,1520,2198,853
LOC6584785,434,358,446,1066,1366,496
LOC6584786,559,447,525,1197,1403,759
LOC6584789,484,378,368,1855,1938,841
LOC6584796,38,26,26,136,160,63
LOC6584797,352,313,288,1242,1571,691
LOC6584799,2752,1870,2759,4162,3827,915
LOC6584801,199,175,228,650,876,259
LOC6584802,1707,1339,1615,3164,4632,2306
LOC6584803,316,237,293,128,193,76
LOC6584804,1,0,0,4,17,5
LOC6584807,286,314,302,578,852,366
LOC6584810,323,259,294,497,762,284
LOC6584813,110,117,113,359,459,154
LOC6584815,2266,1905,2049,3591,5335,2127
LOC6584822,50,33,20,150,137,36
LOC6584825,2279,2069,2015,5024,7269,3299
LOC6584826,438,307,363,384,693,220
LOC6584827,259,246,228,652,849,478
LOC6584828,57,65,59,283,268,126
LOC6584829,499,347,498,761,1222,488
LOC6584830,614,518,537,1483,2145,822
LOC6584831,667,485,699,356,568,228
LOC6584832,36,45,46,26,48,11
LOC6584833,56,51,58,15,22,10
LOC6584834,66,84,78,161,252,114
LOC6584836,274,262,220,895,1378,626
LOC6584837,4376,3772,4553,5973,9759,4101
LOC6584838,548,507,493,978,1484,618
LOC6584839,5020,3841,5209,2083,3382,1192
LOC6584840,435,341,426,581,738,298
LOC6584841,2376,2151,2027,5290,7451,3253
LOC6584842,168,139,161,184,250,96
LOC6584843,18,19,7,15,28,9
LOC6584845,110,86,103,218,277,109
LOC6584846,370,325,389,650,905,408
LOC6584847,1503,1346,1413,2120,2975,1271
LOC6584849,93,60,85,2,5,0
LOC6584850,0,0,0,0,0,1
LOC6584851,87,64,74,137,173,60
LOC6584853,212,177,188,368,431,188
LOC6584854,225,159,219,194,262,95
LOC6584855,767,633,753,1032,1534,691
LOC6584856,21,14,11,71,73,40
LOC6584859,44,27,24,114,148,68
LOC6584860,139,141,133,307,359,149
LOC6584863,190,96,140,302,263,77
LOC6584871,1939,1836,1555,5719,7829,3118
LOC6584872,324,253,306,597,930,368
LOC6584873,466,472,430,1628,1999,972
LOC6584876,387,369,375,778,853,314
LOC6584882,5,9,6,9,14,9
LOC6584883,292,223,301,155,271,97
LOC6584884,1242,985,1094,1749,2686,1104
LOC6584885,986,694,940,2793,4032,1628
LOC6584887,1146,981,1036,2996,4711,1986
LOC6584888,1048,938,971,2290,3287,1340
LOC6584890,2094,1655,1978,1727,3078,1224
LOC6584891,300,290,344,307,500,224
LOC6584894,883,847,646,2898,3781,1641
LOC6584898,29,41,34,131,159,76
LOC6584900,72,64,72,316,324,156
LOC6584901,2330,1722,2242,2760,4243,1529
LOC6584908,163,89,175,99,119,59
LOC6584910,84,67,84,196,232,96
LOC6584913,506,431,445,469,806,242
LOC6584918,9535,7718,8720,13910,20075,7250
LOC6584923,0,0,0,3,5,0
LOC6584924,156,134,120,107,121,64
LOC6584926,144,114,122,177,277,135
LOC6584927,1006,1056,891,1712,2557,1187
LOC6584929,12,12,16,5,8,1
LOC6584930,5,11,3,4,15,4
LOC6584931,33,32,23,141,188,67
LOC6584932,4073,3132,4238,6530,10660,4382
LOC6584934,13,4,2,10,15,4
LOC6584936,1653,1198,1406,4443,6190,2850
LOC6584938,868,680,785,1682,2625,1458
LOC6584939,644,495,659,783,1339,579
LOC6584941,679,542,721,154,274,149
LOC6584943,0,0,0,1,1,0
LOC6584944,3321,2935,2814,6275,10084,4224
LOC6584957,182,132,179,115,209,77
LOC6584965,0,0,0,1,0,0
LOC6584966,403,480,432,1840,2521,982
LOC6584967,103,76,123,38,57,23
LOC6584969,248,177,265,131,205,91
LOC6584972,442,393,419,507,721,361
LOC6584973,16,13,28,41,65,19
LOC6584975,653,528,654,688,1015,520
LOC6584976,467,338,450,408,697,235
LOC6584977,767,639,642,1068,1633,659
LOC6584978,685,649,605,2473,3632,1939
LOC6584979,1344,1251,1118,2317,3613,1487
LOC6584981,11,7,7,8,22,4
LOC6584982,303,240,293,381,580,234
LOC6584983,515,372,454,652,1143,484
LOC6584984,1282,1033,1293,1020,1874,745
LOC6584985,711,594,619,798,1263,526
LOC6584986,532,327,511,573,685,246
LOC6584987,666,639,558,881,1282,557
LOC6584989,1512,1355,1310,2519,4146,1748
LOC6584990,14,12,12,39,48,23
LOC6584991,221,198,190,610,926,397
LOC6584993,336,280,321,368,603,269
LOC6584994,345,262,349,503,868,424
LOC6584995,1214,1017,1204,1764,2564,1150
LOC6584996,857,684,864,1011,1694,693
LOC6584997,1982,1854,1746,4858,7501,3532
LOC6584998,1726,1507,1613,4303,7032,2816
LOC6584999,977,935,891,1827,3063,1250
LOC6585003,1791,1627,1586,4829,7524,3330
LOC6585004,2447,1901,2417,4823,7984,3761
LOC6585006,2073,1456,2035,1558,2298,749
LOC6585007,1239,1062,1247,1434,2494,1071
LOC6585009,156,118,134,212,372,135
LOC6585010,404,355,376,558,881,395
LOC6585011,21,22,9,98,133,68
LOC6585016,991,911,869,995,1663,713
LOC6585021,168,129,194,66,123,50
LOC6585024,331,352,319,925,1276,641
LOC6585025,588,604,464,1655,2365,1215
LOC6585026,2774,2268,2504,6382,9622,5084
LOC6585027,948,734,931,885,1437,578
LOC6585030,624,505,552,635,1040,466
LOC6585031,172,148,163,195,370,144
LOC6585032,0,2,0,0,0,0
LOC6585033,42,33,45,65,126,60
LOC6585034,14,12,9,0,0,0
LOC6585035,0,0,0,0,0,0
LOC6585039,641,534,605,876,1390,627
LOC6585040,211,152,173,166,256,133
LOC6585041,1190,1115,1179,3274,4806,2464
LOC6585042,642,568,565,2382,3127,1510
LOC6585045,445,309,435,512,831,327
LOC6585048,71,56,74,326,466,172
LOC6585049,611,447,604,933,1375,646
LOC6585051,191,173,171,283,406,156
LOC6585053,404,319,287,690,1016,476
LOC6585054,815,658,809,734,1198,547
LOC6585056,205,142,170,207,263,92
LOC6585057,215,159,209,250,493,172
LOC6585058,733,694,618,1899,2558,1406
LOC6585060,111,90,126,185,361,138
LOC6585061,217,171,213,286,425,181
LOC6585062,836,636,782,1013,1570,699
LOC6585063,3146,2839,2756,6964,11518,5297
LOC6585065,27,14,11,125,208,94
LOC6585066,586,444,597,221,352,156
LOC6585067,604,483,623,351,317,93
LOC6585068,191,153,174,414,603,262
LOC6585069,444,348,413,400,551,209
LOC6585070,111,77,69,221,353,151
LOC6585071,94,85,96,12,20,15
LOC6585072,70,60,83,9,16,8
LOC6585073,899,721,869,881,1312,527
LOC6585074,28821,20781,28261,22989,41199,11890
LOC6585075,62,43,37,132,172,63
LOC6585077,90,62,69,345,436,182
LOC6585082,115,76,102,60,109,37
LOC6585090,432,333,419,1399,2075,744
LOC6585092,785,782,613,3077,4095,1551
LOC6585093,16,8,17,32,26,14
LOC6585094,579,475,450,1651,2506,1101
LOC6585095,1232,969,1224,844,1384,565
LOC6585096,41,31,30,63,96,45
LOC6585097,2514,1941,2269,1804,2935,1283
LOC6585098,8,1,1,3,2,0
LOC6585099,3005,2622,2960,5181,8019,3837
LOC6585101,854,771,778,1590,2499,1223
LOC6585102,158,148,166,174,294,101
LOC6585103,2475,1784,2468,5061,8229,3741
LOC6585104,1233,1027,1299,2196,3254,1342
LOC6585105,423,377,396,686,1129,546
LOC6585106,1892,1688,1932,3150,5090,2333
LOC6585107,437,451,360,1763,2517,1041
LOC6585108,9475,7283,9439,14899,25377,10771
LOC6585109,1496,1308,1383,2267,3677,1654
LOC6585110,4179,2972,4269,5349,8823,3216
LOC6585111,723,514,687,1173,1878,813
LOC6585112,1320,995,1378,1309,2009,914
LOC6585114,420,484,402,1463,2212,923
LOC6585115,32,36,46,9,16,8
LOC6585116,1396,1186,1457,1723,2615,1200
LOC6585117,2447,2175,2122,4306,6835,2911
LOC6585118,2043,1602,2131,2420,3867,1734
LOC6585120,2261,1849,1899,3907,6556,2939
LOC6585121,2381,1795,2103,2103,3443,1399
LOC6585123,1635,1249,1522,879,1394,504
LOC6585124,914,778,808,415,774,304
LOC6585125,3831,3283,3134,5833,9785,4168
LOC6585126,479,351,363,649,1037,417
LOC6585127,7537,5354,6914,2259,3731,1358
LOC6585128,486,391,474,849,1297,526
LOC6585134,139,123,112,243,321,139
LOC6585135,420,389,340,1013,1246,459
LOC6585136,875,721,710,3198,3440,1646
LOC6585139,1,1,0,9,3,3
LOC6585140,1416,1153,1183,3122,4939,1933
LOC6585141,1312,1022,1347,2026,2555,898
LOC6585142,0,0,0,0,1,1
LOC6585143,1,1,1,1,1,0
LOC6585144,926,845,766,2259,3373,1378
LOC6585146,2,0,0,2,2,0
LOC6585148,718,690,634,2099,2676,1104
LOC6585149,355,234,295,250,474,206
LOC6585152,251,201,225,321,525,180
LOC6585153,21,5,12,19,32,2
LOC6585154,234,217,285,443,639,213
LOC6585156,271,307,179,1481,1719,662
LOC6585158,1250,840,1141,1276,1494,497
LOC6585159,2918,2362,2964,507,887,366
LOC6585160,20,10,10,31,68,25
LOC6585164,169,120,193,1598,1931,840
LOC6585165,642,492,564,285,376,130
LOC6585169,104,120,134,108,195,100
LOC6585179,1876,1480,1578,3632,5584,3062
LOC6585183,84,104,64,325,453,197
LOC6585187,8501,6949,8503,21172,34501,15985
LOC6585188,317,236,281,1100,1258,583
LOC6585189,779,572,677,914,1457,487
LOC6585190,2057,1525,1891,2710,4105,1879
LOC6585191,14158,10413,14432,14858,25720,7094
LOC6585192,641,529,634,796,1302,622
LOC6585193,395,329,349,647,874,329
LOC6585194,2,6,0,4,6,3
LOC6585195,145,101,169,260,384,177
LOC6585196,5828,4576,5276,14859,19957,8030
LOC6585197,418,330,468,611,948,414
LOC6585198,119,94,86,480,592,260
LOC6585199,72,52,81,177,300,127
LOC6585200,1764,1528,1495,2989,4108,1659
LOC6585204,43,39,47,65,76,27
LOC6585205,1342,1346,1140,2969,4070,2271
LOC6585206,1865,1496,1699,3173,4908,2060
LOC6585207,2865,2202,2853,2524,3981,1673
LOC6585208,1176,1002,929,3162,4774,2152
LOC6585209,7133,5323,7099,17077,25474,8897
LOC6585211,1204,942,1059,2060,3088,1524
LOC6585212,335,268,304,651,868,401
LOC6585213,2461,2221,2196,6530,9938,4838
LOC6585215,2368,1925,2392,3368,4831,1762
LOC6585216,251,221,311,69,116,41
LOC6585217,724,551,677,809,1162,485
LOC6585221,237,190,183,576,913,367
LOC6585222,136,99,132,133,161,60
LOC6585224,67,57,64,87,135,59
LOC6585225,670,609,675,1219,2056,845
LOC6585226,7498,5510,7199,10591,17135,7006
LOC6585227,258,209,290,525,756,266
LOC6585229,16,17,11,58,85,39
LOC6585232,15,8,3,71,65,35
LOC6585233,157,115,107,197,317,138
LOC6585235,641,470,599,776,1344,583
LOC6585236,234,192,211,1030,1347,550
LOC6585237,660,540,586,829,1140,457
LOC6585241,60,51,55,224,277,121
LOC6585244,89,81,88,427,575,277
LOC6585245,379,394,380,1244,1634,647
LOC6585246,489,361,432,484,685,287
LOC6585248,517,413,538,474,808,337
LOC6585250,345,244,332,327,464,202
LOC6585251,17,6,8,26,61,30
LOC6585252,428,323,409,1015,1702,728
LOC6585253,164,143,127,844,1216,513
LOC6585254,1300,921,1268,2078,3138,1190
LOC6585255,9,18,24,13,25,6
LOC6585257,1803,1492,1720,5326,7663,3120
LOC6585258,178,157,207,203,354,161
LOC6585261,939,875,828,2759,3382,1563
LOC6585262,1558,1396,1347,3150,4844,2229
LOC6585263,567,429,570,582,1065,418
LOC6585265,13,4,6,24,43,18
LOC6585266,293,249,234,626,886,328
LOC6585267,248,166,220,200,288,122
LOC6585270,73,53,59,307,412,224
LOC6585271,281,229,268,400,640,346
LOC6585272,564,462,493,825,1278,548
LOC6585273,2450,2349,2332,8194,12057,5588
LOC6585278,264,229,180,1757,2195,1111
LOC6585279,156,98,152,215,342,144
LOC6585281,1209,956,1105,1824,2924,1232
LOC6585282,2,7,2,6,10,6
LOC6585283,49,32,70,41,40,21
LOC6585284,580,504,561,1593,2333,1042
LOC6585285,242,209,295,313,428,170
LOC6585286,280,240,275,315,511,204
LOC6585287,182,137,192,516,811,330
LOC6585290,587,494,505,1515,2132,860
LOC6585291,1197,878,1153,3423,5885,2455
LOC6585292,44,38,45,70,111,51
LOC6585293,366,363,297,901,1257,501
LOC6585294,493,428,535,761,1127,517
LOC6585295,96,84,103,38,74,40
LOC6585296,680,530,671,988,1365,682
LOC6585297,460,406,418,1592,2355,1215
LOC6585298,526,448,511,741,1135,445
LOC6585299,1234,1018,1343,1250,1985,836
LOC6585300,2258,1741,2014,2914,4137,1447
LOC6585301,641,491,537,279,452,139
LOC6585302,1872,1538,1735,3122,4518,1857
LOC6585303,450,328,432,619,1026,433
LOC6585305,588,641,550,2585,3226,1697
LOC6585306,296,288,245,1375,1781,984
LOC6585307,179,180,143,497,656,289
LOC6585311,1015,757,930,783,1373,592
LOC6585312,282,211,262,353,537,233
LOC6585313,190,154,169,643,847,334
LOC6585316,238,192,246,478,701,233
LOC6585318,762,609,631,893,1161,416
LOC6585320,212,164,191,338,541,265
LOC6585322,203,145,189,384,453,138
LOC6585325,777,579,770,1234,1683,604
LOC6585326,269,262,213,778,1187,582
LOC6585327,41,32,31,8,31,14
LOC6585331,0,8,6,5,14,3
LOC6585336,71,40,53,114,137,44
LOC6585342,526,436,370,1395,2136,1024
LOC6585343,822,740,675,1318,2107,948
LOC6585344,653,417,612,648,860,355
LOC6585345,487,405,433,583,814,310
LOC6585346,80,56,90,16,23,12
LOC6585348,604,429,598,542,954,328
LOC6585349,229,193,263,273,379,213
LOC6585350,1149,883,973,2189,3035,1100
LOC6585351,81,62,57,94,125,56
LOC6585352,81,65,56,312,441,183
LOC6585354,24,28,39,74,82,39
LOC6585356,971,763,780,1151,1655,646
LOC6585357,607,477,589,835,1341,579
LOC6585359,3,2,1,2,4,4
LOC6585360,12,13,8,2,6,1
LOC6585361,1072,864,1146,1722,2770,1138
LOC6585363,30701,21812,27602,33944,50387,20330
